
Name	VeloLon	VeloLat
yopja	0.063929	0.210942
pokaw	0.154037	0.342604
srkws	0.255153	-0.079201
lddss	0.364769	0.332465
pamio	0.010751	-0.009806
vihgm	-0.004231	-0.047192
hlbas	-0.068982	0.011997
klwvh	-0.185272	0.102656
lwydg	0.002498	0.016437
cemdv	-0.019284	0.000882
lcudl	0.599594	-0.186745
hyanf	0.037306	0.034114
hvfwa	-0.051609	0.118365
fjvis	-0.049562	-0.049266
ufpwu	-0.031404	0.019775
baiem	0.006145	-0.027385
vedyq	-0.088002	0.025204
uibal	-0.215428	-0.272828
fmuln	-0.310963	0.097774
ggalc	0.011097	0.002546
whubi	0.089443	0.021175
cyhxm	0.026488	0.029524
asiaa	0.074863	-0.065059
cvevf	-0.093521	0.004477
ktias	0.013727	0.010980
vaywn	0.089825	-0.100561
tqxdh	0.014229	-0.096831
nyivb	-0.123816	-0.025383
eejxf	0.001052	0.049561
yeymx	0.008705	0.018127
hxlqh	0.053841	0.002960
qtgpr	-0.359935	0.223971
dxhxt	-0.116442	-0.071983
lmhyh	-0.249450	-0.110049
digsu	-0.012160	-0.036237
prjse	0.092497	-0.001329
ctrhp	-0.080649	0.402005
glxdm	-0.029909	0.127541
lkwse	-0.023924	0.031039
qgkdf	0.032413	0.009815
aktjn	-0.080867	-0.177140
dcsxx	0.058170	-0.279940
rbasg	0.101994	-0.014862
wqjdd	0.051405	0.024459
unsqo	-0.026474	0.327932
ehgan	1.192691	1.454238
bubjk	0.109577	0.027253
qkfcu	0.000377	-0.008280
kkncb	-0.031292	0.047247
aafxw	-0.026069	-0.098324
