Name	Lat	Lon
kuyvg	6.110732	0.163391
nuyyh	3.859908	3.081089
dgwkk	9.343099	3.474704
vtudk	0.594769	9.458594
vebwm	6.993574	6.283512
vuylj	8.993125	1.001904
wonkj	4.039204	7.457252
seehi	9.477429	6.904235
nwyoj	5.945972	7.156301
ayrxq	3.643452	3.958091
ovsxs	3.952994	5.505679
abrmp	4.492655	7.968971
wlbxr	0.839818	8.051457
vnpcp	3.734642	4.821428
vidcg	0.652342	8.130580
bcfje	8.468005	3.909589
muuow	4.826199	1.760268
jjerc	4.323535	3.920648
ssdqq	8.874227	5.653530
rlwsb	4.378895	9.130980
lqipk	3.841088	6.086978
vwkbb	3.882039	7.165103
hogmj	1.900967	5.429399
ckxyk	8.794040	9.548331
anuva	4.059941	1.438333
ycdfn	8.120007	5.434528
wjktn	9.713896	2.960654
igklr	3.675548	1.443665
grvkr	4.193642	4.931528
gabdl	4.982867	2.536740
qcaux	6.642173	7.037939
yujjr	7.309782	5.006087
slsdp	4.016102	5.500923
hgurb	0.408873	8.623812
fhppu	8.158010	1.920519
dduyq	9.903997	1.673702
dqwht	9.815372	6.474077
domsm	8.783960	6.955958
bvjmj	9.283730	2.013404
bwobw	8.410134	1.643863
ejcrw	0.006633	9.115845
dlvuq	7.439371	1.473638
vwgjw	9.770031	3.509833
octoa	0.136994	4.903322
mvgft	0.976359	2.463912
beofr	8.712470	9.669109
wmbug	3.988930	0.480394
hngsb	2.324760	1.952896
mggrs	9.951738	2.244895
nrpeo	7.883589	8.868203
