Name	Lat	Lon
nmodn	8.106643	3.928013
jcwcv	3.546915	8.356848
baajr	6.248564	3.001502
uklbr	9.018275	9.611413
yqiam	4.524176	0.145447
pgqqn	2.118879	7.822462
hqdjt	9.662609	1.995577
ewxkc	1.833667	9.469973
utnge	4.162474	8.444348
rnatn	2.992739	8.705479
tlota	8.645328	8.967016
mauel	3.013328	2.033856
hggui	5.909853	5.007194
onmrj	8.068777	6.892846
tunbd	9.697634	1.940840
hhfhg	3.922459	8.133154
erleg	8.949144	4.771164
qymin	7.017714	8.263641
glfdu	2.715877	6.711651
qqfms	5.670960	5.745563
cemhk	5.324838	1.826342
vjbox	1.808060	4.548213
ylbgx	0.431408	8.066903
efcne	5.769678	0.670302
flvti	1.907308	0.972327
khmjm	3.816085	6.127436
jymnt	8.623968	6.935719
frhqg	3.371464	3.035246
mwnms	5.484973	4.192032
hjkhn	4.797825	5.933528
eabep	0.377645	7.047681
sweda	6.255424	7.071831
yninu	7.390002	4.910894
ffujd	0.824696	3.760982
fchti	8.264518	0.662121
xrcub	6.867162	1.749680
agonm	5.821389	6.394111
bjyyf	9.650726	0.080303
cyueh	5.548010	9.758169
mvklm	7.239577	5.397587
qdlhd	4.078264	5.566971
lmmou	7.784579	3.388932
ebatl	7.286360	5.416034
anqdd	7.616533	1.859203
vclse	3.521039	1.074167
kiymv	0.807144	8.095484
bvrfx	3.069378	5.668654
aynql	1.432171	7.044174
bubuf	1.430514	0.489762
eiycm	1.026346	2.644792
