Name	Lat	Lon
cbjlm	7.997274	9.176414
nmfax	9.791338	0.183840
etypk	1.270310	3.017866
ptten	2.282337	0.101879
dgmba	8.353734	9.241290
rxcsk	8.750502	1.213706
nrjpn	7.082270	9.692216
vkuyu	8.237492	1.710492
lwbce	8.811001	7.525365
bytlw	6.232858	6.498259
rjmlj	6.461556	5.640891
fpcbo	2.347116	9.376590
nfswq	0.046690	7.970491
jywkt	2.889423	4.714279
hfmow	2.696861	2.540174
crygp	6.969636	6.149043
cvtif	2.748630	8.673930
liwqv	5.129452	6.228662
rlqgk	5.894433	0.705414
qswub	7.528043	7.743055
splbw	7.655833	3.826242
xguqu	1.950681	1.588740
btcvb	5.686961	5.091669
sckxt	1.317091	0.747981
tejfu	5.231578	6.355996
xrejp	0.464052	7.128605
fjrtb	5.940048	9.316710
uvwtb	6.463944	4.394387
dsdrg	4.194221	9.507003
hfemr	9.876639	2.264525
pfhfc	5.823648	6.673161
tqevu	2.630428	8.043829
crkqv	8.915933	9.606647
fpydq	6.943882	0.091447
xccip	6.737672	5.827735
eclmp	1.308777	0.050652
vkedl	0.670678	6.613356
gdgfk	7.244511	2.082897
hcxcg	0.842853	8.496510
womoj	2.552962	5.835816
gudic	6.047755	7.634084
uirsj	3.563472	4.610196
skuna	8.344220	1.270801
vwwya	4.986359	1.303920
dcsrm	5.029786	5.740170
flnmh	4.729783	5.617584
kgqod	2.720299	3.458840
jxngn	2.738274	0.060852
xaddh	7.652517	2.163245
sqdfh	8.761839	5.851060
