
Name	VeloLon	VeloLat
mrwby	-0.026405	0.007909
jqgby	0.069433	-0.079758
rgwge	0.117852	-0.019237
rpork	-0.003454	0.004897
jpdoq	0.021019	0.011443
tiary	0.023737	-0.005175
xxlji	0.078099	0.063591
pknjk	-0.043681	-0.041694
ntifm	-0.027865	0.035618
ntvbe	-0.005136	-0.051197
xcqej	-0.188008	0.290215
kqebn	0.010407	-0.010291
xqwvi	-0.027227	-0.028207
fecgv	0.003795	-0.016682
dxkhj	0.017491	0.022481
annho	0.025643	-0.021137
pmrcj	-0.694486	0.655104
qdmli	-0.004577	-0.000436
vyxaq	-0.012805	0.007981
jrufp	-0.572438	0.538061
kdovg	0.017020	0.055670
jblxy	-0.026191	0.033168
causd	-0.038834	0.012731
voqia	-0.031332	-0.027758
jjeob	0.092738	0.272991
fnstb	0.061957	0.055532
mrbsc	-0.037398	-0.035962
qfgut	-0.008367	0.059414
yeibx	0.011847	-0.015009
bbrbd	-0.060128	-0.175526
dedib	0.027620	0.024165
ohmxk	0.053538	-0.017794
janyo	-0.130264	0.188185
ajpof	0.055115	-0.024241
ythaw	0.067443	-0.160355
otfga	-0.030825	-0.010135
duvbe	0.143200	-0.045548
rtgje	0.149723	0.009315
fbwme	0.381899	0.062684
ufwgh	0.001423	0.055000
pjftd	0.056372	-0.001947
saqgn	0.476803	0.408234
eouie	0.070965	0.022098
vtycd	-0.012960	0.039403
aevgo	-0.102312	0.123054
gohap	0.134817	-0.146298
labfa	0.014048	-0.003778
ttkwr	-0.051588	-0.086215
uagph	0.031666	-0.014551
olrfo	-0.084307	-0.022903
