
Name	VeloLon	VeloLat
oduvi	-0.009357	-0.005484
rwmcg	0.022438	-0.021877
rwxpl	0.004381	0.018182
bhiro	0.010611	0.001747
ctdcp	0.013534	-0.034767
ltgde	-0.029031	-0.015940
ebjsn	0.030407	0.084051
qcwlb	-0.033164	-0.068282
qtbvu	-0.043863	-0.000097
falxn	0.230821	0.260520
eoubr	0.015113	0.039639
qjyus	-0.110584	-0.018757
bvpuc	-1.945646	-0.041993
uojwg	0.028239	0.025915
kyila	0.006151	0.034541
irgyp	-0.014145	0.005089
tpllh	0.042349	-0.008859
jdxfa	-0.071990	-0.004981
cpqgo	-0.059408	-0.041859
caqlg	0.052819	0.020658
aciuh	-0.060152	0.014515
xmalw	-0.746531	-0.098219
miqeo	0.112814	-0.084739
nuvbe	0.132433	-0.089233
qcnjv	-0.054573	-0.040443
xrobv	0.088423	0.011903
nfwkv	0.237612	-0.057520
eehcw	0.003215	-0.017181
pgcwh	0.001471	-0.007135
xkmcx	0.001922	-0.075913
ysrif	-0.015710	0.004221
pfubk	0.026093	0.013763
dunkh	1.188924	-0.122776
ulsxl	0.097881	-0.024971
hrwmd	0.022961	-0.049692
ohxby	-0.062132	-0.001521
xlfqt	0.109299	-0.010270
sxcdn	0.035253	0.243468
vaiqy	-0.040454	-0.063150
xdqhs	-0.001551	0.037588
wcole	-0.298782	1.022378
vfijm	-0.028545	0.002726
nuynw	-0.020549	0.019404
myqsd	-0.006703	-0.019927
ygurv	-2.377910	0.879570
obshm	0.102856	0.489471
rylxm	0.106109	0.059031
gmhif	0.004728	0.025322
ljpxk	-0.036030	-0.333030
cfyrd	-0.009763	-0.120329
