Name	Lat	Lon
gucxc	1.777172	4.261425
ecoys	2.175853	8.929742
ehelv	6.948958	9.559526
lghev	4.951630	1.133751
irjcx	5.189719	2.053620
bromu	6.389001	3.603046
wbclu	0.462727	9.931604
uwkdy	5.163887	7.046776
owjgu	7.513556	9.450081
koyip	5.829524	0.332946
biria	0.324790	6.809087
xboly	7.188248	8.750353
wpexe	3.343709	2.882331
iwouo	3.975427	7.714284
vhlah	5.043747	5.008927
vansu	1.548808	0.255343
nfhxe	1.721918	0.816429
afwef	8.917656	0.273036
hpvsd	0.198763	9.045648
vmokl	5.006232	0.609568
ukycy	6.145741	9.739165
bjboq	8.211262	1.464164
snwvr	9.041547	6.687038
coujy	8.070465	1.277329
fmcxk	4.495906	0.301333
jasbc	8.992011	2.695246
hkjgu	3.542233	8.737047
ctyfb	5.880876	4.309864
htqjy	8.709827	9.890445
extlh	9.972586	6.058783
kfnfn	4.627477	9.260703
ypucb	1.695651	4.009740
mhnne	6.425763	8.801477
xtfyg	2.654196	7.798099
lxehc	7.052816	9.072830
bgack	5.846395	6.677923
lutiq	5.704595	0.358524
iibpd	6.054336	7.129533
lgrns	6.853967	5.221447
ghdqj	9.456214	4.630181
rapoe	8.010612	0.585352
bpbck	1.902994	4.357821
lwjuo	9.632049	3.615733
dhgda	2.219191	5.845316
bgtib	5.562175	7.942260
vhnbe	9.939952	3.470574
tboay	8.382289	0.768631
ijeao	1.719616	1.124634
lyyqk	3.922782	1.591832
terhk	8.613742	0.189124
