Name	Lat	Lon
qyifa	8.441567	5.241771
kaoyw	5.335301	7.416275
mcoym	3.007550	0.407747
ybcmm	8.520245	7.885317
jaivb	7.151164	9.754695
ovldi	0.347752	9.614467
nwiyl	4.697952	4.675117
pyvnm	2.028464	8.472186
xwpcc	3.189390	2.387885
qlhco	7.690239	4.081495
asgcx	4.042754	9.843163
nqaru	4.144177	6.564178
nptxy	8.382617	1.191074
sgnwk	6.383280	6.642850
gukvf	8.957798	3.792405
iyvjj	2.356838	3.712879
njcqr	0.679110	1.378038
eviyx	4.858866	3.796921
shexr	3.444124	2.966826
edyyr	1.279601	5.395447
xmdhv	9.192268	6.261034
rqohg	1.503496	4.454781
amxyy	0.447347	9.263429
rolps	0.834708	8.567313
ovwyn	8.855554	8.931330
myrvr	7.712055	5.302416
urgbn	1.825607	6.500971
povoj	7.934163	2.971853
llhgt	3.871677	9.479614
pkphh	9.869786	1.279221
mhwsn	4.480517	1.488337
stcjd	5.554341	4.046264
bhlgw	0.522374	1.807016
yimqm	5.107431	9.540971
avdmd	6.000876	0.595942
jchlm	5.270376	6.720133
twbmi	4.596827	9.202987
exhbg	8.758095	8.865280
xqvnj	2.556345	7.301872
sepat	9.917016	4.493361
anugr	8.050408	5.280422
aslgg	6.539220	3.199651
ckxlf	8.252232	4.674734
yteca	3.041157	5.265249
eqltc	1.420330	2.725735
lmdyp	2.214771	1.485227
hehhq	2.315871	3.650998
spsre	5.668178	2.842010
onqsi	3.633212	5.061203
aytgw	5.915274	3.398341
