
Name	VeloLon	VeloLat
wpyai	-0.037245	-0.007512
alidg	0.143196	-0.273639
xmtqr	0.003008	-0.021176
njjxu	-0.035875	0.002159
ithod	-8.374136	-26.784086
sdydl	-0.007700	0.067070
xpctu	0.059874	0.058521
loutv	-0.031852	0.020709
btkwv	0.028652	-0.022698
nsncu	0.008799	0.004076
pxjcf	0.018909	-0.010115
kryqd	0.020157	0.038133
ufbtd	-0.030917	-0.043901
errio	0.047866	0.030920
cjnjp	-0.124768	0.003299
bssts	0.026949	0.014850
ckmtg	0.009000	0.021943
apqgn	0.059723	-0.036345
ouetk	-0.010243	-0.019201
edrxq	-0.074782	-0.015609
ytwot	-0.000574	0.001398
fxvca	0.006276	-0.007243
moefm	-0.011802	0.014572
xcohn	0.035066	-0.034964
jaykb	-0.037984	0.069554
hsycr	-0.017110	0.087519
mboms	4.518993	-12.028630
cltjo	-0.018484	-0.011273
iyhos	-0.006896	-0.081371
hevho	-0.001752	0.009255
tjggy	0.000484	-0.013359
nfvhc	-0.036387	-0.002539
cljce	0.101652	-0.047053
hpngg	-0.007891	-0.008190
hewsr	-0.004781	0.018452
uwaiq	-0.119864	-0.061318
jlslx	0.008429	0.048334
ulvfq	-0.001931	-0.018902
jwgyq	0.013180	0.007817
vflke	0.018629	0.008793
wvkoa	-0.171915	-0.233002
vopbe	0.008270	0.015764
dobub	0.004711	-0.021244
kvstd	-0.002773	0.027739
pdcol	0.029043	-0.063728
hvvih	-0.007146	-0.000506
lpfdj	-0.052444	0.013850
bhqsv	-0.028908	0.000680
hgmhd	0.080525	0.001825
cgkjd	0.001662	-0.016163
