
Name	VeloLon	VeloLat
aoakj	-0.004913	0.019542
nmbbe	0.092371	0.077071
odyjp	0.011576	-0.033798
gbaos	-0.020633	0.074073
xeyec	-0.006153	0.008521
gcuxk	-0.225663	0.149610
xddmt	-0.022120	0.012472
voawi	1.420873	0.265520
wtqau	-0.027824	0.064709
vooge	-0.037217	0.153407
dqtgf	-0.161287	-0.534615
xtrus	0.111167	0.409825
uadst	-0.012365	-0.001839
wdchv	-0.070640	0.027220
aogxg	-0.027979	-0.074675
nhpdg	2.055646	-0.851770
vldei	-0.076354	0.039026
ltqwo	-0.006394	0.068539
tpfdc	-0.066583	-0.012912
cxcdx	0.048524	0.105836
jnjbu	-0.012655	0.053270
vpjjw	0.044057	-0.160799
kwprl	-0.042560	0.035351
cunno	0.009740	-0.089078
cgaxg	0.004327	-0.000231
ketes	-0.015129	0.019328
ouueo	0.006138	0.002922
owryc	-0.149693	0.403637
ckprt	0.030341	-0.010384
ursat	-0.054878	0.022666
nnlhs	-0.010327	0.000504
llulp	-0.013902	0.089862
wqokg	-0.053813	-0.008818
ubrhx	-0.004575	-0.002635
oocxv	0.003504	0.033088
iaojk	0.042689	-0.105387
ckpeu	0.714936	0.563400
nbuai	0.267434	-0.212401
qafsa	0.008273	0.010907
nkoev	-0.188000	0.146155
ektkf	-0.012538	-0.006549
jjdfx	-0.017596	-0.219514
vlhqi	-0.014359	0.018845
npkwd	-0.011177	0.015146
ognsn	-0.058970	-0.138277
txehx	0.033499	0.021267
irmok	0.040682	0.007846
tnhsd	0.005412	0.019491
oenpi	-0.030148	-0.017474
nwuoi	0.007266	0.019446
