Name	Lat	Lon
gegjq	2.330834	5.078380
wfpam	1.475393	4.335186
gvroy	3.664451	6.933044
ahhgc	7.925476	8.426723
nsevl	0.157590	3.471182
pbmry	1.354627	8.612563
qiuoc	0.658747	7.217865
trode	2.551034	1.567951
kwnks	7.243418	5.231585
qjpbx	4.046786	0.123404
itkec	0.089760	4.337484
kpffc	9.651523	8.595207
nbswe	7.542799	3.139617
wpuru	2.648638	1.821423
hjhtv	8.305456	5.661826
hwqac	3.888833	9.803290
bohyu	5.852911	9.617770
umbev	0.535331	9.876274
aoxex	4.569897	7.313296
jrcdq	6.900706	6.264467
jvuol	5.351180	0.174056
stedf	7.621457	7.289678
puomp	8.546381	3.834030
pbnni	2.040667	9.018983
oicdk	4.795613	7.492997
ntlnb	9.592047	9.867888
xishw	2.111711	3.540317
eiiao	4.258615	1.528188
cqisy	9.678035	4.548086
jhlev	4.886919	8.742482
vcwum	7.838344	4.450398
tysal	8.244559	9.040176
ispde	6.506272	6.306093
ocovl	4.698559	0.917159
uonti	7.842866	8.675424
gyjjv	5.366379	5.046431
ndeco	4.781455	2.728909
bjrit	9.974135	1.909322
wrmxw	3.272616	5.288467
rexyw	1.506882	2.849498
seplu	8.043775	6.164577
wemlp	9.099849	1.726013
gkrcf	8.482202	1.164900
hrkka	2.904163	0.361927
rufof	0.443971	0.261822
kioqx	3.502301	1.816118
krdjh	8.326941	3.170603
icmya	3.343417	0.889114
chkbp	3.681474	2.816308
jeeci	8.031685	4.530138
