Name	Lat	Lon
myihs	4.108006	9.339805
bheyi	3.651246	3.264928
kdyax	0.613409	6.492569
lnokx	2.877106	9.560473
ynqbm	5.347309	5.524802
qsbht	7.743628	2.215609
njwaa	1.121474	7.149469
rocjd	7.714921	8.614727
cwaqn	4.756974	4.681666
bxomn	9.876310	0.456350
jffmf	0.414550	1.146571
iqtqe	6.839770	7.345561
nqwxl	0.886508	6.021948
immmm	6.624066	9.535707
dqstd	3.349203	0.670753
gwhsw	5.437641	0.058633
otoac	7.574829	0.434199
uublb	9.452987	0.149310
kewae	4.768660	6.358944
ietqf	1.906938	6.874035
hjttk	1.496921	9.913220
wdfry	5.832720	8.753843
lllik	7.587927	0.521068
upiah	0.111132	0.296312
tuebx	9.291519	7.794329
awhrg	8.584059	2.563133
fsfnr	5.653944	2.277364
gfkis	0.139492	5.838052
mnyfb	8.387862	4.438531
nfipg	4.859506	4.801265
jkkdd	2.465821	3.711100
sonfm	9.940210	3.049916
xddtl	2.932035	5.107570
mvtur	7.352755	8.715259
gmrbk	4.895682	7.748253
hfjog	1.212774	1.724354
cbbnf	0.486050	3.087433
jrvxa	6.028471	9.038855
lxhop	0.126583	0.509914
xobsg	0.963096	7.479679
neidy	6.054387	6.749929
xwqqa	1.002843	6.083834
rheww	8.114250	4.780634
nyqqa	5.123354	6.207242
sbywj	6.006145	8.204082
jpcuc	3.442253	5.286693
hsujj	6.709229	3.939234
tltyr	5.063034	2.013748
njmua	7.604255	4.408140
glvjv	6.645427	4.719263
