
Name	VeloLon	VeloLat
bgrmx	0.009150	-0.015148
nbrcb	-0.158750	-0.063652
xayma	0.018062	0.045050
mvwxd	0.037861	0.009509
nfhpb	0.015806	-0.025380
yalwv	-0.007713	-0.048188
evrpf	0.085294	0.033804
kbkxa	0.061670	0.058462
etvbm	0.001784	0.008117
wfsvn	0.034267	-0.003758
yarvv	0.002541	0.004052
dglxq	0.066434	0.082043
epmut	0.197150	0.071316
dpmvj	-0.001759	0.016872
qljud	-0.110401	0.075360
uxhdx	0.034726	0.025110
nqagi	-0.012304	-0.001531
lpttt	0.067641	0.014838
eyjdg	-0.084652	-0.012000
jwmnb	-0.015740	-0.002546
bokpv	0.034441	0.008081
ixcav	-0.000603	-0.092862
eivfg	0.040809	0.139287
klysp	-0.033604	0.046404
xfrdn	0.019971	0.024143
sxnte	0.048568	0.080474
lcgyj	0.055282	-0.015684
gjvuo	-0.172205	0.182079
paugl	-0.002540	0.089584
bwlgh	0.015379	0.307517
ojjgk	-0.215829	0.381999
pbmqf	0.144251	0.033287
memym	-0.022263	-0.050202
awtfs	0.016893	0.026051
rwcre	-0.010323	-0.003203
rboxl	0.058007	-0.047099
yvlqd	0.051388	0.055435
wqnpj	0.018931	0.016776
nbakd	0.078141	-0.098978
fxcje	0.017338	-0.115753
fbauc	0.091547	-0.249462
cvvnf	0.076447	0.019521
vxmcs	0.021119	-0.017004
rgfxd	0.494047	0.037441
kedfa	0.038759	0.022328
brvwe	0.026834	-0.136258
ukaof	-0.025042	-0.044951
dskmt	-0.050852	0.074942
rciug	-0.048814	0.051552
dtyig	-0.006045	0.028872
