Name	Lat	Lon
ejegs	4.887223	6.718920
vvixi	0.983595	9.556791
endyr	9.109634	1.288696
ylner	8.616984	5.617815
snjoy	6.771727	5.647455
jjiep	7.569751	2.408376
tuecs	3.772498	4.811910
wcbbl	1.700689	4.378634
owqpm	8.162279	3.487723
sfjig	6.031191	3.415602
uvqlr	3.393173	6.224989
oitut	9.767682	9.063472
qklyk	1.695199	5.426411
vjebe	8.432425	1.214282
ognvn	8.870304	3.774551
nvuxq	9.259222	3.202193
jynrg	7.235274	9.745180
eiikn	7.023554	3.250849
bygmi	3.046598	4.875531
gesbu	1.267138	4.176311
fofax	6.900787	6.782704
mujbs	5.080972	1.526452
lfbhj	2.364254	5.889353
kipqu	4.693778	6.012655
bwsdp	9.863742	8.328664
qvaqh	9.728032	9.911925
gwnlx	4.741141	9.026878
luxxb	6.172410	4.352125
quwnp	6.452024	9.698724
eoykm	9.924613	9.161654
otvfj	5.225562	2.966932
uomyx	2.163039	6.026784
vmkcl	7.670848	4.204062
arcma	9.799039	3.944773
daruv	1.895244	2.450282
epeho	3.577586	3.364287
qbksb	3.187636	8.485940
hecvt	6.649423	4.606215
xejgx	8.848410	6.858978
djgpx	1.004588	5.232998
nkjwd	2.029183	4.109718
xkjyl	2.733233	4.484009
cqcsv	8.988134	7.443267
mcopa	8.602775	3.574618
ceuat	0.295980	6.841215
nucth	2.334867	4.544079
qcbhm	5.551294	2.113735
vqhob	2.228945	0.592743
rmpik	5.787649	1.877538
gkkrv	8.687790	3.020092
