
Name	VeloLon	VeloLat
plfmf	-0.006175	0.001422
cfyyj	0.016225	0.022792
vfnps	0.022168	0.011384
pefvs	0.021195	0.028306
jtntx	-0.000510	-0.015082
piytr	-0.068093	0.096052
tpfpr	0.033660	0.052935
dqamq	0.006331	0.043796
cwcpo	-0.004856	-0.032455
dvvuo	-0.010312	0.006014
pmwug	-0.179066	-0.047601
jhven	0.028029	-0.027622
takxc	0.015349	0.007410
mfnon	-0.012708	-0.051037
pqpof	-0.022885	-0.007840
hoxua	0.017463	0.003931
xlfjq	-0.010469	0.051505
lrwcl	-0.013702	-0.008514
wdvux	-0.085756	-0.097312
stnae	0.070365	-0.070040
arkty	-0.021486	0.012760
snpkh	-0.115119	0.020666
mmibl	-0.075505	0.044495
iyrcv	-0.374923	-0.175120
dffja	-0.004329	-0.148207
comei	0.001767	-0.000101
qoyel	0.024468	0.067126
qcvds	-0.010969	0.007476
icsvc	0.035587	0.038345
ygnpw	-0.063057	0.036485
rrgox	0.052218	0.059704
vlols	-0.022682	-0.005567
wwgmk	0.041114	-0.059485
jylye	-0.046538	0.009865
bgnti	0.005097	-0.011346
vplfr	-0.009702	0.000622
srnje	-0.010022	0.021925
mjeab	-0.012094	-0.018951
hplxu	-0.006936	0.401001
hwgen	0.043276	-0.002445
trrcq	0.002638	-0.030337
paplo	0.019925	0.051307
sqyrq	-0.043714	0.001795
mihma	0.010839	0.001978
bpcxh	0.003926	0.008724
htjey	0.025145	-0.010540
qbklc	0.025179	-0.080576
mcydk	0.027114	-0.001415
bycsg	0.001897	0.001201
cctqg	0.002299	-0.006721
