
Name	VeloLon	VeloLat
bwkbg	-2.053462	-1.419178
xxqbh	-0.524927	-0.487474
slljw	0.029516	-0.013384
uuwsw	-0.060982	-0.027323
femvn	-0.025887	0.017516
kqnou	-0.202665	-0.093014
noymx	-0.038939	0.025822
lddxx	0.032929	0.054284
lwrto	-0.001033	0.001723
tkcaf	-0.118842	0.136867
ooyat	-0.008536	0.004539
qrrhk	-0.021785	0.014952
kbxvt	-0.003167	0.002339
rtdyd	-0.035731	-0.005478
cgnbl	-0.046295	0.056488
jeevq	-0.058297	-0.067540
ahwfr	-0.052537	-0.009766
qiptd	-0.403089	0.168002
odkrl	-0.020134	-0.047929
voyrs	-0.002884	-0.007183
mgoaj	-0.024765	-0.018758
qnyik	-0.023348	0.025774
keeoi	0.011177	0.102890
wyjog	-0.017916	0.022262
ojrun	-0.007832	-0.170958
oeuef	-0.042682	0.035551
uetxe	-0.005201	-0.005572
bxjdb	-0.026796	0.001752
ugdto	0.659673	2.388131
vntkv	-0.038853	0.013091
dmaql	0.158250	0.016735
urosu	-0.011537	0.014935
tshjm	-0.048843	0.000637
gokin	0.010282	-0.007697
igscb	0.047593	0.058972
pfcnd	0.052485	0.059161
anxwf	-0.726677	-2.102820
hpwtv	0.090640	-0.016158
cmfav	0.149168	0.056883
tbebq	0.018560	0.042789
eaabo	0.470981	2.283114
ghkew	-0.023123	-0.002946
bhexc	-0.146731	-0.468854
nvbqa	-0.149691	0.014330
tpryv	0.022389	0.104551
pquhk	-0.012410	0.003658
htlcw	0.044042	0.067986
ddcni	0.158259	0.233383
btake	0.003803	-0.011973
ntmnl	-0.035285	0.080094
