Name	Lat	Lon
quwyd	9.548892	6.875680
sjqbn	3.934382	8.227163
tfpfs	6.438536	5.154783
cdctv	4.467935	2.471260
wcujc	7.086906	2.589819
rlkqn	0.279006	9.633503
boaiw	5.089993	9.247640
nrknt	6.802758	7.514536
jtxqb	2.649114	3.950892
deoqf	4.124763	3.662410
opotc	3.572693	4.899957
mnhfe	9.070727	6.253887
xpwvv	6.780797	1.705645
suanw	3.729702	4.857127
gccji	5.481217	5.098202
cpfbx	7.036888	2.808772
lffsy	8.941096	8.980719
ahqyi	8.094217	3.003397
ecfbh	2.186393	9.502123
fqdnf	5.068551	6.705246
ejxju	7.603148	7.130815
elrng	0.323886	6.105809
txejr	9.457015	3.557414
vnquo	8.775112	4.050620
enwmq	9.454968	3.314658
updxm	8.912126	9.647701
fqfdu	8.964563	6.107513
aorbk	4.689641	7.408502
xfnfq	5.808095	8.794895
agyve	9.698451	6.646617
gbsxl	0.902249	1.867728
opbcx	8.652158	4.107137
mbvla	0.683393	6.816248
jviha	9.196156	5.779092
vdslp	7.580976	9.801129
qqadg	4.310344	3.457149
unyah	2.750546	3.943759
jarpk	6.597694	8.424859
uqlix	5.393641	7.435913
muiqr	4.018352	0.931994
csrws	8.116733	6.438872
uyoyt	0.932931	7.936035
orowj	5.952538	9.773068
eomnd	4.411100	4.298472
lwfdh	1.183922	7.364859
llied	9.339469	8.176316
oondh	2.205175	8.454942
sumph	8.915780	2.370971
vennp	3.150597	7.510154
fyscp	4.751161	2.080368
