
Name	VeloLon	VeloLat
vcsen	0.215416	-0.041762
rqpas	-0.008405	-0.038437
hpshx	-0.272601	-0.155506
hmmhb	-0.038697	0.019571
fqmmd	-0.439872	0.022908
wsmtr	0.037561	-0.029264
efvkb	0.268180	-0.235625
yjysw	0.056196	-0.109368
itwhf	0.067727	0.084818
agfux	-0.125182	-0.249501
fudun	-0.004460	-0.011866
gixav	-0.021841	-0.009797
bprtg	0.024329	-0.007250
xqudo	-0.135349	-0.079604
lfscs	0.005565	-0.155224
aircm	0.033344	-0.021693
mjpmc	-0.014566	0.020504
hlfjb	0.513411	0.022352
snvqt	0.017388	-0.031664
stgcd	-0.066114	-0.130210
byext	-0.040821	0.053485
grwfb	0.118496	0.079357
yrohy	-0.048320	-0.022430
omutq	0.031556	0.032814
bjhuq	0.021440	-0.009508
titki	0.001363	0.018275
iuepq	-0.006930	0.028453
dytxx	0.342711	-0.106029
ipseb	0.007315	0.036629
ndtmh	-0.004217	-0.024165
yqmcj	0.004075	0.073328
qtfjo	-0.160372	0.240698
beefu	-0.020250	0.058713
rjprx	0.022547	0.012949
iokaw	-0.015017	0.008922
ehhcv	-0.024818	0.045550
lgfiq	-0.020038	0.031558
dwpbl	-0.077198	-0.357376
pvsjy	0.007843	-0.001801
kxfox	0.029262	-0.013291
qwhky	-0.270283	0.295300
lvtgm	-0.037828	0.010564
qucxm	0.055597	-0.020038
xkved	0.831959	0.502036
myssq	0.078654	-0.072274
gdcnq	-0.077192	0.294423
rmihu	-0.020483	0.044724
xtwbc	0.101174	0.120997
trxex	-0.106114	-0.086274
ejhtm	0.108507	-0.016203
