Name	Lat	Lon
vcsen	7.327427	6.548898
rqpas	6.214566	2.064986
hpshx	7.752339	8.205376
hmmhb	3.278397	3.554071
fqmmd	3.099758	0.022794
wsmtr	2.292755	7.629696
efvkb	7.011585	4.333136
yjysw	7.847899	3.706066
itwhf	0.757169	9.638291
agfux	6.837859	5.746227
fudun	5.666705	3.888598
gixav	0.085417	0.315945
bprtg	5.101161	5.602731
xqudo	6.260418	5.214271
lfscs	4.176533	8.837043
aircm	0.100878	4.989594
mjpmc	9.288699	5.460183
hlfjb	9.447147	5.162102
snvqt	4.437939	8.195064
stgcd	6.310761	8.443286
byext	9.920972	4.956859
grwfb	2.559808	1.775603
yrohy	5.655081	2.698617
omutq	1.187031	4.953959
bjhuq	1.335085	0.437992
titki	2.672112	8.778644
iuepq	9.536772	0.186204
dytxx	7.338545	4.521172
ipseb	7.420811	8.931839
ndtmh	9.732718	1.573138
yqmcj	7.617903	7.791850
qtfjo	4.032594	4.094962
beefu	2.651189	5.814402
rjprx	8.378411	8.531468
iokaw	1.264956	5.960092
ehhcv	4.502350	0.109746
lgfiq	3.119802	0.995604
dwpbl	9.029774	4.512943
pvsjy	6.826182	3.409105
kxfox	7.198085	7.644267
qwhky	8.103468	8.207182
lvtgm	6.054189	4.988758
qucxm	6.412476	2.753401
xkved	4.137112	4.491827
myssq	9.231204	2.437034
gdcnq	1.914529	8.838098
rmihu	4.227314	7.494153
xtwbc	4.266259	8.465179
trxex	3.247120	3.020363
ejhtm	8.983983	4.343963
