
Name	VeloLon	VeloLat
jqdld	0.230969	-0.029990
udkaq	-0.026516	-0.152173
rxget	0.039309	-0.048845
exxrt	4.621623	-1.591902
bcera	0.124330	-0.151688
oqhet	0.046525	0.768197
todet	0.407164	-0.151028
ftpgo	-0.016508	-0.025616
kwpjq	-0.014417	-0.009542
phwmy	-0.113678	0.238825
obcmd	0.296835	-0.352828
idhpl	0.039021	-0.083912
tkgwu	-0.000221	-0.018458
biytv	-0.039854	0.115021
tjelx	0.032026	-0.007077
iohcf	-0.628597	-0.059995
hgxlj	-0.098562	-0.153157
ljwug	0.009149	0.117451
mkwcu	-0.294539	-0.420782
weypp	-0.142894	-0.041306
felrw	0.177492	-0.386360
obovn	13.747208	-3.627439
qvifq	0.038208	-0.078737
ghtpw	8.587063	-7.516083
xsdip	-0.149239	0.025630
poqdd	0.131931	-0.002570
jbmxq	0.273069	0.035271
ofwxr	0.102646	-0.063407
bfyma	0.292088	0.252422
riqem	-0.083706	-0.014928
ejsjh	0.094327	-0.385701
wvqgo	0.123772	-0.314624
hmsvg	-0.347532	0.635867
ifgau	-0.014048	0.014615
pijjd	-0.123671	-0.198363
rjlde	-0.159581	0.061065
htqbk	-0.064081	-0.022060
bbaku	0.002965	0.012288
sjqhc	0.199501	-0.014495
xmdnb	-0.037544	-0.266970
coykj	0.248712	0.279758
okogb	0.352022	0.876883
etpty	0.081617	0.518487
gxxga	0.042344	-0.266785
ajfmd	0.196140	-0.163041
imvdr	-0.295834	0.966603
tavla	-1.066997	-0.162307
bpuav	0.326331	0.378503
paays	-0.100033	-0.096872
fuyjs	-0.234842	-0.449657
