Name	Lat	Lon
kauxb	7.771720	2.614254
leccr	1.758529	9.297421
pxiqw	9.489578	5.595257
qtupa	9.516305	1.337509
ohlhb	1.897188	0.536199
qqves	3.890005	6.030457
bkuty	4.627266	9.316037
suahr	1.638871	0.467760
rtlkg	5.135558	4.500811
pppim	8.295240	3.329464
newiy	3.247903	8.090870
ojsqc	1.882479	7.503533
basuo	3.437088	8.823314
hxlpf	9.754274	7.142843
kuqjb	0.437470	0.089275
gprfd	5.488080	2.553429
xaxur	7.219178	8.164290
aytrd	9.176561	2.730361
tmjib	1.987630	0.456476
gbldt	0.062319	6.095678
gvvhv	1.457407	7.391650
acqvm	2.112624	4.641644
xhhnw	0.415468	6.870376
qvvlp	0.704648	2.773291
vxuog	4.959062	3.013325
iphwk	9.920115	6.952456
ugvwa	5.422330	7.370466
xrssg	8.808764	3.098638
qiwso	7.098268	8.904450
vifkw	9.725865	0.587834
vsfpu	6.274772	2.607025
pagww	6.956507	0.097397
wtixv	4.257630	8.014771
lcdfq	6.541960	7.980993
kflbk	0.528160	0.728299
mkabs	8.463949	6.779227
gscrq	7.045951	3.585235
brqae	0.543358	1.295326
gktuf	8.539674	2.214467
dnfaf	4.562138	6.301812
ksyio	0.106121	5.853520
tgntj	9.029937	3.578213
dufyr	6.320489	6.157334
bhdhd	2.191909	8.453156
knlug	5.621747	9.422599
meray	9.399517	4.705742
rnydi	3.822886	7.686311
hlfps	7.196163	1.246338
kflwc	9.227815	5.918321
irbuc	6.137419	1.891244
