Name	Lat	Lon
ajeio	0.553662	0.816954
pdxxt	9.299540	5.405444
clkad	6.715493	7.373518
oxacd	2.973845	7.292972
fbrtn	4.967871	1.417562
ogxfb	4.965627	5.009518
qhsde	0.196021	7.286261
yuewc	7.387147	4.521175
sweex	9.729862	5.781504
duqsf	8.217262	9.790457
hipsy	9.764970	7.528397
mlqqd	2.463275	9.844854
qllvw	4.199090	0.257286
lsgtd	8.673211	4.107138
lcsqo	3.261709	0.652898
itdhh	2.340025	9.547947
kjabn	4.130993	8.801341
ueewq	1.617675	9.603238
pvylr	4.371134	8.267649
nfnsf	1.894475	5.654899
oivmj	9.205440	0.434891
rkaol	9.410195	5.825514
teoqu	9.504834	7.146993
njpbj	3.970202	7.741653
gsafa	0.299707	7.191664
btpmv	0.600036	7.172642
qxjbc	8.569478	4.803271
cljrn	8.377739	7.218324
rtojw	0.968209	4.657641
fjrsl	4.914333	2.683698
iwjmv	3.210866	5.189695
ujxuk	6.548908	5.030437
sicpa	0.080509	7.504616
qfjtf	2.044363	3.119060
jqgmd	0.790050	9.602594
csjhi	9.519984	8.368508
yiktx	9.076860	2.370386
pxqsn	3.919799	4.779789
iluke	6.418648	0.067021
itufk	2.050668	8.219316
bbwtn	0.033163	5.579225
volgf	7.196855	7.368192
rnien	8.850153	7.549167
bkbea	0.684972	4.516611
qoidb	4.881796	2.319562
lxbmq	3.562349	8.345544
nqoji	9.944652	2.401972
wpivl	1.623801	9.764481
qfikc	9.758692	1.224475
pwjuu	9.417943	4.341014
