Name	Lat	Lon
vghkh	6.220102	4.914989
jkqbf	7.615485	1.254097
amubo	4.321352	3.458340
bkmao	7.330707	8.968128
roayy	3.164016	7.187670
qdngm	2.361502	7.610660
qqhep	6.619543	9.760613
bnkss	3.073605	4.663716
twovj	1.297445	8.075284
qkudh	0.403334	6.165312
qxrdj	6.136766	8.831804
hlnpm	5.158868	0.626237
qpovj	6.702981	5.088160
xcfmf	8.913996	6.999995
lxbom	7.653114	7.531246
grlnu	5.420828	5.893700
oqmkx	1.026712	7.857501
lawjq	6.211796	5.955626
hsrne	5.695670	1.659767
rgfkp	2.521812	7.133487
xfmvx	1.510092	4.087077
wwqyb	3.739418	0.124575
fdfwg	6.645414	8.404632
nnmou	3.246627	9.470652
lrhhk	0.735672	6.054664
lriik	1.472040	4.433359
xying	2.397815	0.579663
syxlw	0.583068	0.084523
svjie	5.484394	9.616558
dehbh	9.904053	6.205742
cwtwl	1.196170	7.412459
ubjqt	0.934777	4.034089
mhtao	2.490170	0.805170
hsqbk	4.289686	2.293347
meubk	9.684856	6.754905
avlhc	5.462382	3.372729
hmhuu	4.966083	6.254832
xufph	1.190175	4.953364
vvdln	3.988886	3.275063
nejxa	3.096748	1.205634
orkqu	8.037142	7.048732
tsqny	1.660478	0.252375
hnlpi	8.712171	7.655067
spnsa	2.767168	5.458605
cvvgi	9.467612	7.797910
gbaid	4.789831	2.147010
ncclb	4.338010	2.690209
xogdy	1.018657	8.936218
mbejt	3.729735	0.571412
vjlxt	0.148097	5.661935
