
Name	VeloLon	VeloLat
oqnkq	0.176784	-0.098398
ctlbm	-0.372329	0.246189
mlnmf	0.039348	0.014620
mgimi	0.040857	0.105243
tsiic	-0.150078	0.110109
wkiud	0.714319	0.801344
ktnpj	0.264314	0.002158
replv	-0.160805	-0.090870
uwwot	-0.020180	0.435593
ycuff	-0.060244	0.027074
tdcfp	0.075581	-0.057412
exfbp	0.191766	-0.121830
kkbvf	-0.038411	-0.467271
gsdda	-0.152146	-0.011374
ytmrl	-0.689876	-0.033326
audri	0.074586	-0.202314
jgiht	-0.005484	-0.031278
lytfj	4.003617	-3.248082
mqort	0.080094	-0.078877
ludsb	0.227495	-0.253566
iqjiu	-0.421292	1.047276
dcwti	0.132233	-0.223064
pbynq	-0.062043	-0.027787
aigwr	-0.025859	-0.431929
hgnes	0.036528	0.068931
tuvow	-0.119801	0.006779
wekjt	4.376980	-1.859733
cpuhg	-0.388605	0.533226
ujkkk	1.589983	0.160031
sbujm	-0.007138	0.097346
qsisg	1.740554	-9.957494
rvtga	-0.315791	0.040977
hjlue	-0.054162	0.038206
bgjeg	0.041097	-0.108550
ubnaw	-0.099681	-0.033332
jooqn	-0.111464	0.114749
yduws	-0.242823	0.583662
dwlkw	-0.021103	0.118341
kongr	-0.069218	-0.085129
pgsyf	-0.224051	-0.009440
sxooq	0.455633	1.228635
antdh	0.455145	-0.521509
seqgj	-0.033709	-0.215055
iomla	-0.863203	0.302387
irmlu	0.039354	-0.113683
darrs	0.015405	0.022298
eiwoe	-0.294409	0.061201
gwyjq	0.108138	-0.111338
ubhkf	5.964289	1.672645
jfmti	0.120675	-0.202389
