
Name	VeloLon	VeloLat
hifqt	-0.325653	0.097845
mweyg	0.261153	-0.190600
refrp	-0.226456	0.033193
rderp	-0.148050	0.010376
iueeb	-0.116280	-0.053515
wfevo	-0.023095	-0.032709
qifur	-4.643277	2.866164
hcgex	-0.776544	7.271083
kwwsi	-0.160176	1.136358
xbkpp	19.716237	-2.874457
iobpu	-6.695472	-3.342433
ckpyg	-0.075843	0.555213
qfnxb	0.233801	-0.258553
ouoal	-0.229338	0.589138
mighe	-0.081740	-0.433757
akohe	0.143751	-0.070629
ddeci	-0.218205	-0.227164
smibr	-0.012963	-0.021979
gthvw	-0.009523	0.192541
evajy	0.025583	-0.238945
pirpv	0.002645	0.026139
amwip	-0.011101	0.062185
gnmti	0.050164	-0.541478
leowv	-0.096440	0.147295
qdtnu	-0.199317	-0.263749
wkxsl	1.274376	-0.924672
lnqdw	0.617564	-0.595945
bgvqo	-0.026563	0.000450
kdfqq	34.984207	-26.076902
uyvdr	0.039998	0.052756
iuejd	-0.017862	0.004044
vxidl	-0.045469	0.165985
qrskn	0.264645	0.303177
nddno	5.007819	8.135557
kntaw	-0.039269	-0.080656
rssif	-0.030654	-0.195207
maklu	0.031576	0.029859
aweql	-1.286959	0.669072
fhfdh	0.278237	-0.165543
uojmp	-0.449785	0.874791
uyssi	-5.794573	12.338378
lfwac	-0.171930	0.371234
uniod	-0.177518	-0.029129
psgsa	-0.172123	0.630426
ehgev	-0.005524	-0.013063
aahvu	0.054937	-0.038934
nelsn	-0.612674	-0.212102
owxri	0.027040	0.136995
vnqqp	0.014369	0.094752
rbrwe	0.317570	0.142346
