
Name	VeloLon	VeloLat
tochm	-0.032359	-0.016646
ixjyx	-0.005792	0.128517
xegoe	0.080113	0.427650
drsxh	-0.106225	-0.022995
wgiom	0.002489	0.015362
kljsd	-0.031397	0.011665
tdqog	-0.441375	0.389911
bxtqa	0.037374	-0.021571
bwrxd	-0.012422	0.011393
sgrkp	0.008383	0.109863
gaxky	0.008105	0.026294
lhcfe	0.012590	-0.023494
tvhxp	-0.025609	0.001719
avoyo	0.780280	-0.110194
puhqh	-0.015277	0.001346
jqmlm	-0.003062	-0.000943
wesag	0.034217	0.016831
uvepl	0.028053	0.034629
fgaso	0.034730	0.003279
osvit	0.003602	0.025584
tutkk	0.009233	0.096454
nxyar	-0.000877	-0.064240
bnrua	0.006830	-0.008767
iurrk	-0.006924	0.006820
xgxhp	0.003263	0.059526
rqwlt	0.024917	-0.019776
jnarh	0.082395	0.593742
aokjj	0.144834	0.105852
kaxau	-0.052964	-0.022146
xluhb	-0.040439	-0.082414
uovhi	-0.239365	0.301530
vtdpg	0.021804	-0.019084
dboyv	-0.001038	0.061300
sleuv	0.008908	0.002028
xsycb	-0.004862	-0.079701
xmjfu	0.022398	0.060328
kknih	0.032306	0.051036
eppdh	0.010044	-0.061220
wfatl	-0.198489	0.195880
ymrob	-0.071358	0.002195
gxefg	-0.004265	-0.072812
rykbu	0.055778	-0.001561
dqvgv	0.034934	0.028504
xauxa	-0.010194	0.003199
pflua	-0.018466	0.012031
mqklm	0.028901	0.019022
qpajg	0.040527	0.039008
ldbvw	0.512677	0.008305
cggqo	0.044250	0.045917
sprnh	-0.013722	-0.012215
