Name	Lat	Lon
vpovy	6.773764	5.731943
ynocy	6.915025	6.659542
fbier	1.036845	0.831858
slmfu	0.304552	6.261100
apusm	8.131887	8.605232
fjloq	7.327128	2.620178
kxahw	6.815564	7.046874
alrsu	0.460752	9.184891
pwsah	1.027307	3.856787
tilyp	8.620596	5.955770
xjkyl	5.901736	6.360201
twejs	7.622142	0.471091
hbduj	0.902071	5.345445
mxlji	7.587207	1.107133
wdwie	0.914824	8.184144
olouc	7.760853	5.441647
yamlo	5.157706	6.658842
jhbjk	7.829471	5.558864
artcy	0.066805	9.927415
flsgx	4.416286	2.788387
mnilk	0.715532	4.521968
ohtqp	3.149613	5.950089
ckwqe	6.150248	5.551624
bafpe	7.216829	7.212305
rnhmn	1.035378	3.246328
plbuj	2.072076	1.606002
rwrol	0.967294	5.382934
xnhgk	8.960806	7.302848
nsbre	6.452602	4.274198
iqyts	4.818385	8.889440
ntdmk	4.407037	2.602154
skhle	7.483686	9.064526
isypr	2.570680	8.309786
xbdxp	6.334049	5.412408
vubnq	0.474906	6.357498
coxrn	4.982366	1.741238
juros	4.042942	8.625218
nvyiu	5.109975	9.733153
ehxyu	0.407534	3.342084
ybhgk	5.147416	9.424951
pvknl	8.070305	2.627957
phfwe	8.857334	7.620566
yetty	7.562324	5.204234
tarad	3.452140	9.975216
skhmm	4.349408	0.117472
rcbxw	8.352180	0.492554
bvqxj	4.282662	5.092181
xeocn	2.642458	8.700699
djmtv	3.488428	1.795888
ojxvo	9.566040	0.002949
