Name	Lat	Lon
ysbpt	6.555025	6.228747
hiixg	9.403871	0.313524
lojtj	1.080338	0.864585
fbdlj	6.832677	7.242032
cuark	5.791004	6.796917
psish	0.590375	9.402665
wwmtk	1.654886	2.440153
mpivd	3.268401	3.665929
wwqrh	0.324361	2.018821
pifli	5.100833	1.541328
wfjlh	1.534192	9.707951
icpdv	6.289717	5.156559
wvcya	9.175745	1.272040
frgog	7.228499	6.749999
uxxjo	6.913279	9.382812
hjcpx	3.855207	1.473425
uidtm	2.756678	4.464375
casae	4.052949	1.488907
trqib	6.423918	7.914942
csyto	8.130453	6.783372
qndym	5.377523	8.521769
seerm	3.434855	0.031144
ghysh	6.661353	9.601158
bwvqj	8.311657	7.367663
ucimp	7.683918	4.013666
njnup	5.368010	3.608340
mrcba	5.599454	0.144916
dymjw	5.145767	0.021131
rkacf	3.871098	4.904139
lfmxb	4.976013	1.551435
neplj	5.299043	1.853115
xxhww	0.233694	1.008522
obwsq	5.622543	7.701292
bvift	8.572422	8.073337
hbqti	7.421214	6.688726
ldnbn	3.865596	8.343182
bdtqq	3.741521	9.063708
xjnoi	0.297544	3.738341
rkhup	0.997221	0.818766
wmome	5.774187	0.301409
uctpj	2.009286	6.762183
lvpik	0.415120	0.063094
iwjkc	9.678043	6.913767
rvbra	8.191792	8.864651
nkyhg	7.366903	9.449477
hfeua	6.197458	5.536752
wnrnt	3.584503	0.672552
qcohr	5.254664	4.734055
dtthw	5.932434	5.142853
rajfe	5.037024	6.415484
