Name	Lat	Lon
aslqd	1.107325	1.633909
fgyyn	8.599081	0.810888
haxdg	3.430986	4.747036
dyahj	5.947691	4.585943
kcmnb	9.935742	2.835124
dmvkf	9.931253	0.019036
koogi	0.392042	4.572523
xslwe	4.774294	9.042350
lwilv	9.459724	1.563007
jshon	6.434525	9.580915
otiob	9.529939	5.056794
ywhkj	4.926549	9.689708
kaauw	8.398180	0.514571
womqj	7.346421	8.214277
ahokd	6.523419	1.305797
tqgoo	4.680050	9.095893
xsace	8.261986	7.602681
siiwh	3.235350	9.206476
iubam	8.742269	6.535297
bkbok	3.788949	1.309799
dtryv	8.410879	0.869781
juddw	8.820390	1.651028
qlghs	9.009668	4.293985
bvffs	7.940405	5.483307
moakd	0.599414	4.383328
fnicu	1.200072	4.345285
hvvch	7.138956	9.606541
hwvmb	6.755478	4.436649
mqgvw	1.936417	9.315282
kvjlw	9.828665	5.367396
ttscu	6.421733	0.379391
ssvsu	3.097817	0.060873
lthfd	0.161019	5.009232
knvqk	4.088725	6.238120
shmyj	1.580100	9.205187
elsrq	9.039968	6.737017
bqunv	8.153719	4.740772
fykle	7.839599	9.559579
tapul	2.837296	0.134042
tqsnx	4.101336	6.438633
cfwqb	0.066326	1.158450
rdapk	4.393711	4.736383
jeqie	7.700305	5.098334
fufla	1.369943	9.033222
hdtjf	9.763592	4.639124
wycck	7.124698	6.691089
ehgsq	9.889304	4.803944
wfqua	3.247602	9.528961
hntue	9.517385	2.448951
fwvsp	8.835887	8.682027
