
Name	VeloLon	VeloLat
mpeye	0.011176	0.015631
ledxl	-0.042493	0.057476
iolwr	-0.002867	-0.028432
wmoiu	-0.009357	0.006125
qjvey	0.062762	-0.022026
cmdys	-0.004328	0.002042
tcews	0.013241	0.000451
stujb	0.061937	-0.025137
gwvmp	-0.011724	0.017258
xdxqf	0.025090	0.050340
ctmqd	0.014120	-0.037059
vfdwx	-0.010052	0.006155
tfiyl	-0.020243	0.030296
ttgsg	-0.009814	-0.006836
rowao	-0.010243	-0.013737
udblp	0.130083	-0.220246
ekoyl	-0.005914	-0.000698
anwlk	-0.012009	0.004926
rfulj	-0.023864	-0.027466
uyguw	0.002334	-0.002704
pxxex	0.004690	-0.000119
fscdk	0.005933	-0.019430
oetrm	0.023207	-0.009133
hdsvx	0.000173	-0.023770
nyevu	-0.007741	0.015226
vdoch	0.009077	-0.005203
ousmp	0.001623	0.003787
eqxnf	0.004838	0.046634
rqhsb	0.001344	0.000673
ivqwr	-0.005515	0.000485
xnbne	-0.007291	0.000967
xfphc	0.013687	-0.003891
crbei	0.000424	0.007416
vnkbm	-0.025578	-0.013375
wvloh	-0.006842	0.026821
fmaex	0.006093	-0.005137
asnqh	0.038445	-0.014890
tqcfj	0.022268	-0.003000
ammel	0.101289	0.038979
prgkv	0.018156	-0.010829
mdigl	-0.006501	-0.036933
cfchu	0.031648	0.014596
atvsg	0.001627	0.010398
jopja	0.008422	-0.012161
cmqtf	0.005143	-0.001395
uobfi	0.008935	0.000290
qcdab	-0.001836	-0.006064
tvldd	-0.022470	0.016189
wbbhx	-0.001078	-0.000181
qljox	0.001264	0.003052
