
Name	VeloLon	VeloLat
ryvjj	-0.006451	0.031698
ixfde	0.025249	0.012822
iqdij	-0.027275	-0.007292
tyyim	-0.003304	0.022709
reuro	-0.113306	0.025755
ypyud	-0.009367	-0.007540
boklm	0.033107	0.025021
bccon	-0.007747	0.013511
mthyq	0.018183	-0.032505
kvjfw	0.000871	0.005880
rhffu	-0.007454	-0.010045
elryf	0.158279	-0.219451
bqrts	-0.012790	-0.000421
natvn	0.000272	0.008940
iebaq	-0.002417	-0.000308
ugdia	0.327664	0.065685
qtcvm	-0.010228	0.027163
uhxvb	0.000378	0.006406
hkopd	-0.075114	0.071849
aubqn	0.072882	0.000862
ksuki	-0.003290	-0.004572
lenst	0.031030	-0.007595
kqcqk	-0.170663	-0.047743
rnuec	0.083889	-0.158676
giowb	-0.007021	-0.006034
edmdw	0.268420	0.156246
pvdcu	0.181305	-0.046898
tpfrk	-0.007340	0.013627
grndi	0.016672	-0.020694
oxjud	0.023475	-0.000024
stamy	-0.053666	0.003607
noqfb	-0.014578	0.036284
xavsj	0.022374	-0.022647
iwwyd	0.079106	0.020360
lcyre	-0.069426	-0.011104
ckjcp	-0.033181	0.012606
tkcjn	0.006292	0.015198
lqexc	0.005236	0.037681
ddeni	-0.047337	0.029901
pitek	0.003585	-0.054342
enuhg	0.053042	-0.066351
javng	-0.001928	-0.008797
gufmh	-0.023686	0.092548
mpivd	0.026122	0.032914
xjgvx	-0.047767	0.014801
bgbjd	0.108382	0.071689
rbvmn	-0.005217	0.008665
ysxim	0.107855	-0.082000
skqgp	0.031457	0.062038
nvjwi	-0.001347	0.032636
