
Name	VeloLon	VeloLat
nyvlc	0.042264	-0.022805
cfxdp	0.007566	0.028375
gokju	-0.004253	0.206319
jllgx	-0.189361	0.034240
hrdwd	0.006374	0.056549
emovo	0.282520	-0.152670
bbymx	-0.014461	0.005394
dufke	-0.007146	0.013934
ntrnc	-0.013130	-0.096140
xlqmv	0.028309	-0.063338
bwepc	-0.194481	1.052737
yloxr	0.106765	-0.060088
xuutf	0.033391	-0.093288
ajsop	-0.106799	0.247450
iajur	-0.090856	-0.074702
selon	-0.397058	0.063417
rboft	0.060447	0.064596
ldqie	0.017270	-0.006725
yhhrp	-0.064154	0.006807
hvsix	-0.374113	0.067931
tpltt	-0.070361	0.016096
qtedj	-0.004531	-0.169069
vpswv	-0.095826	0.020512
rrrrn	0.357275	-0.007309
lhvyl	0.004143	-0.145911
obfyl	-0.439206	-0.029979
awyoy	0.094625	-0.214239
kdtlw	-0.022699	-0.197028
htfyp	-0.095244	0.112670
mscdc	-0.048527	-0.002114
mwkto	-0.389975	0.453402
ngcbk	0.125699	-0.112331
ryngx	0.008006	-0.449507
vkegi	0.805710	-0.793324
rsngl	-0.068333	-0.008520
anocm	-0.039324	0.111218
coykk	0.136665	-0.036310
tksuv	0.003732	-0.270070
nnpoo	0.109149	0.038171
upita	0.044139	0.011954
reieq	-0.014924	0.093115
hebua	-0.044914	0.005417
vrixc	0.023232	-0.089220
exukd	-0.613607	0.671481
mttyf	-0.083343	0.045775
yjacm	0.005218	0.054744
omgog	0.003152	0.202929
arvpa	0.336560	0.435041
rdmfh	0.003538	-0.001861
tiiwh	-0.144917	-0.098049
