Name	Lat	Lon
tochm	8.776490	6.555529
ixjyx	7.123687	6.475702
xegoe	9.766535	7.813992
drsxh	8.022215	6.159221
wgiom	9.778152	9.363942
kljsd	8.576626	1.406472
tdqog	9.733294	7.354658
bxtqa	2.223260	7.474399
bwrxd	2.216306	6.331422
sgrkp	2.387738	9.457511
gaxky	9.440179	0.719310
lhcfe	5.275027	1.094501
tvhxp	0.855381	7.374954
avoyo	4.697783	6.392854
puhqh	8.217962	5.643971
jqmlm	0.791217	9.292604
wesag	2.409075	7.984912
uvepl	2.700019	9.330202
fgaso	4.172371	9.222001
osvit	6.888243	5.045332
tutkk	3.059699	0.695726
nxyar	1.198933	4.361349
bnrua	0.463287	0.459955
iurrk	5.899738	6.464324
xgxhp	5.803801	6.890332
rqwlt	1.608024	4.477397
jnarh	5.027245	6.066224
aokjj	2.496862	2.908461
kaxau	2.258382	4.767196
xluhb	4.941746	6.624915
uovhi	8.583389	5.928993
vtdpg	4.853258	1.020697
dboyv	3.654746	8.703139
sleuv	9.390167	5.320961
xsycb	3.737234	0.529764
xmjfu	3.673589	1.690586
kknih	3.372265	2.011862
eppdh	7.865464	7.650257
wfatl	9.564681	4.845574
ymrob	2.594454	3.589135
gxefg	2.022551	4.993873
rykbu	5.293862	3.010370
dqvgv	9.218104	3.933434
xauxa	8.465781	8.671296
pflua	9.319621	4.377302
mqklm	3.622397	4.874970
qpajg	1.562363	1.633341
ldbvw	9.904185	8.639847
cggqo	5.835911	9.632643
sprnh	0.804202	4.151889
