Name	Lat	Lon
lumap	0.663032	5.568553
lspao	3.055117	3.578453
yrith	1.693747	7.357154
trryk	9.709783	6.802505
eiqsa	1.138313	2.321719
jomae	8.334003	1.618274
kgmwk	2.776360	9.589622
ehkij	0.983322	2.280656
ywqlx	5.081335	6.700487
tjtbv	4.977144	1.997678
gkrbp	1.948742	0.854522
qvmta	3.129487	2.502120
kpywo	0.062253	7.293988
nhves	3.852565	6.285706
brtdu	0.262482	0.053565
njjiu	9.292848	1.532058
mfrwo	0.331507	4.898574
autof	3.505936	1.638217
hvnif	1.192578	4.273885
navkt	0.037391	3.657407
xwwsw	6.874444	8.434990
pkjml	9.267574	8.784986
rsnbr	4.249281	0.122226
ymhqt	8.422789	7.663975
ramqn	6.975437	1.807995
qjxmv	3.952069	6.171473
rnhru	1.253398	2.422280
mewrs	5.285259	5.859183
exchj	2.258961	9.342670
cnxqh	9.835519	6.352700
wrdom	7.764863	5.564215
tpxcm	0.173904	4.058438
medmc	8.554578	2.808863
qufdo	5.925176	6.788596
qnluv	2.316896	4.436980
vlapt	5.078369	0.067536
deuey	4.227570	2.151141
kejpi	6.326015	2.777196
dlomi	1.123804	1.328680
xbsfn	6.737283	7.781087
ljfsl	8.063673	3.512112
jsgyn	1.417962	6.146928
ahnky	7.792293	1.694401
fxuia	3.315146	5.071894
gobhs	3.373048	7.653559
qxjpc	9.639710	0.823445
egpad	0.293732	4.611786
nqijj	0.317698	6.747803
qdgca	3.536689	9.550993
bofra	1.682451	1.134746
