Name	Lat	Lon
ryvjj	2.993866	0.646932
ixfde	4.530511	7.913639
iqdij	5.358198	4.290198
tyyim	7.635259	5.229228
reuro	1.295902	5.792902
ypyud	9.688630	0.230838
boklm	3.435107	6.807487
bccon	3.534357	3.848607
mthyq	2.324753	1.932071
kvjfw	9.023930	2.121082
rhffu	2.038502	5.192006
elryf	2.781010	1.097327
bqrts	7.605052	0.433605
natvn	6.501203	8.107128
iebaq	8.567938	5.715390
ugdia	3.181681	1.335347
qtcvm	6.184418	4.516343
uhxvb	4.041268	1.514490
hkopd	5.762475	1.587182
aubqn	6.938098	9.921874
ksuki	2.225625	8.609045
lenst	6.889032	6.074665
kqcqk	2.795662	3.956256
rnuec	0.463456	6.682957
giowb	1.771050	9.300992
edmdw	3.544116	6.039361
pvdcu	3.365109	5.962597
tpfrk	9.543874	7.387371
grndi	1.936996	3.890756
oxjud	4.722438	5.095182
stamy	5.603207	0.014613
noqfb	8.418463	3.098615
xavsj	5.060850	9.114956
iwwyd	0.623735	7.705755
lcyre	0.159762	3.112403
ckjcp	0.444748	5.113967
tkcjn	9.009025	4.880051
lqexc	6.300150	4.686518
ddeni	4.396420	6.617147
pitek	8.244165	0.630585
enuhg	6.107448	9.676689
javng	0.517812	7.872941
gufmh	6.274495	2.859301
mpivd	6.219308	5.433820
xjgvx	3.817019	7.915382
bgbjd	3.142011	2.639563
rbvmn	8.620672	7.782390
ysxim	3.661115	7.636917
skqgp	7.218163	2.367300
nvjwi	9.714137	5.664885
