
Name	VeloLon	VeloLat
iisud	-0.239550	-0.029523
nuuan	0.024392	0.198261
nptem	0.011665	-0.278877
pbbnp	-0.007390	-0.007302
qcqao	-0.336024	2.019581
kyrnj	0.049663	-0.050330
eahhp	-0.177822	-0.070932
sfmfy	0.026030	-0.028561
ytomw	0.035913	-0.044393
ulmpx	-0.336841	-0.393713
adapo	0.258231	0.259387
sfhgt	0.031939	0.331102
eglwx	0.032175	0.040377
jrucr	0.280241	-0.172912
orwls	0.212700	-0.451237
mosgu	-0.345707	-0.857209
gkeka	-0.001678	-0.001562
jubxu	0.043815	-0.103361
uarni	-0.096950	0.037754
dncbu	0.107849	-0.098109
fogsi	-0.083500	-0.583506
tdytd	0.018933	0.112107
qrtit	-0.100244	-0.180593
lgxoc	0.208612	0.017795
imlli	-0.090897	-0.015019
losaq	0.015127	-0.527026
grneb	0.418807	-0.380152
chits	-0.405541	-1.130485
fjlnf	-0.049757	-0.050653
tmpqn	-0.037023	-0.038941
okear	-0.065562	-0.006005
qpwvj	2.568357	0.613389
nkawa	-0.019399	0.025664
wrnyf	0.005057	-0.005250
vtpfx	0.036524	0.003934
kbxyl	-0.018958	0.001452
mqiia	-0.101925	-0.182321
hmbnh	0.114871	0.080439
htndg	0.704790	0.643189
osnqg	-0.274983	-0.306710
cyvtw	0.752792	0.559209
rphhc	-0.037350	-0.019961
yxppf	-0.012426	0.071771
grhmd	-0.109566	0.045430
xaxgu	-0.047208	0.021203
ptfdi	-0.008388	-0.004451
uxwxn	-0.801319	1.890295
uaafq	0.012451	-0.145329
akqew	-0.158186	0.083400
fxhkp	-0.022821	0.020796
