
Name	VeloLon	VeloLat
uxwtk	0.075280	0.064070
yybbc	-0.141233	-0.007025
vhfbh	-0.014907	-0.028166
pqpvk	-0.014927	-0.034082
kophn	0.030820	-0.017624
mlupc	0.043955	-0.027815
bclhl	0.119842	-0.010448
lyhrd	0.000687	-0.003814
ftncp	-0.001361	-0.018792
sokjg	0.001652	0.030589
fapju	0.070979	-0.003411
rnngu	0.025077	0.033649
xltvj	-0.104945	0.098345
dlbux	-0.051615	0.002675
ggtlk	0.022410	0.011689
hrwrk	0.143459	0.036863
kusjo	0.102498	-0.010902
jlxmf	-0.163314	-0.104291
mimyu	0.060196	-0.099433
xpivu	0.025012	0.083341
umhaj	0.063376	-0.126062
yybaq	0.050556	-0.099895
iyqaj	0.002215	-0.016201
sjtkd	-0.008820	0.095556
vopkg	0.027182	0.072209
krkfx	0.024966	0.001665
upgqq	-0.009619	-0.093946
gbghx	-0.010747	0.002921
advgj	0.014193	-0.235216
cljni	-0.073417	-0.043877
mxfnv	0.028163	0.005479
oupgo	0.095249	-0.081588
sfebl	-0.013654	0.005894
sibar	0.011604	-0.110418
spbti	0.020170	0.023564
snxdj	-0.020501	0.083867
mjyck	-0.075056	0.006333
eggst	0.076081	-0.017354
kjdhr	-0.102193	-0.217199
hktbf	0.008722	0.033022
ocedl	0.070000	-0.066058
wujoa	0.046732	-0.010842
crllo	0.060445	0.020063
pjayd	-0.106824	0.026502
amraa	0.061802	-0.014811
nigiq	-0.074269	-0.162374
oadxo	-0.063436	0.000446
rylit	0.028647	0.078624
wlrox	-0.063959	0.205611
vmtyq	-0.051881	0.047090
