
Name	VeloLon	VeloLat
lumap	-0.011282	-0.021239
lspao	-0.030154	0.019686
yrith	-0.022622	0.016382
trryk	-0.042983	0.010138
eiqsa	-0.316825	0.537357
jomae	-0.015991	0.034248
kgmwk	0.066913	0.097152
ehkij	-0.425166	0.128433
ywqlx	0.044276	0.039257
tjtbv	-0.007098	-0.026097
gkrbp	-0.038295	-0.128367
qvmta	0.069018	-0.113028
kpywo	0.040117	-0.041388
nhves	0.023972	-0.014421
brtdu	-0.023679	0.016343
njjiu	0.067969	0.083492
mfrwo	-0.053678	-0.030605
autof	-0.037799	0.030540
hvnif	0.182794	0.031780
navkt	0.080605	-0.033322
xwwsw	-0.025534	0.021594
pkjml	0.019925	0.027213
rsnbr	-0.004857	-0.013162
ymhqt	-0.021314	-0.022235
ramqn	0.105122	0.089987
qjxmv	-0.093969	-0.255849
rnhru	0.211841	0.195806
mewrs	-0.366218	-0.060285
exchj	0.016502	-0.008466
cnxqh	-0.009885	0.003605
wrdom	0.014305	0.037996
tpxcm	-0.081464	-0.007814
medmc	-0.072420	0.010463
qufdo	0.011802	0.199988
qnluv	0.019310	-0.022847
vlapt	-0.006417	0.010477
deuey	-0.004032	0.115519
kejpi	0.133471	-0.069153
dlomi	0.087020	0.091119
xbsfn	-0.048340	0.016810
ljfsl	0.005882	-0.044196
jsgyn	0.274305	0.351527
ahnky	0.065299	0.376354
fxuia	0.055637	-0.073987
gobhs	0.179006	0.025750
qxjpc	-0.040142	0.136412
egpad	-0.457958	-0.201092
nqijj	-0.075764	0.012809
qdgca	0.029497	0.006740
bofra	0.276675	-0.427675
