
Name	VeloLon	VeloLat
nmodn	-0.021402	-0.045836
jcwcv	0.019119	-0.046056
baajr	0.131950	0.094948
uklbr	0.011212	0.025789
yqiam	-0.003559	0.004713
pgqqn	0.001241	-0.020753
hqdjt	0.002910	0.004912
ewxkc	0.019362	0.001141
utnge	0.020372	-0.031644
rnatn	-0.002407	0.000919
tlota	-0.150945	-0.068060
mauel	-0.002591	-0.021459
hggui	-0.016415	0.012356
onmrj	-0.009516	-0.216593
tunbd	0.043579	0.000651
hhfhg	-0.053327	0.075569
erleg	0.008736	0.021450
qymin	0.016681	0.026662
glfdu	0.005750	0.038256
qqfms	0.018076	-0.051546
cemhk	-0.003121	-0.011223
vjbox	-0.018168	-0.035365
ylbgx	-0.053313	-0.084877
efcne	-0.099881	0.007059
flvti	-0.020934	-0.008782
khmjm	0.011152	0.013478
jymnt	0.012780	0.072127
frhqg	0.021607	-0.005326
mwnms	0.007342	-0.015748
hjkhn	0.013098	-0.023074
eabep	-0.019423	-0.022173
sweda	-0.012693	-0.008162
yninu	-0.009560	0.001946
ffujd	0.034460	-0.058663
fchti	0.010940	-0.051619
xrcub	-0.044920	-0.002946
agonm	-0.026609	-0.017074
bjyyf	-0.018616	0.018800
cyueh	-0.000128	-0.029951
mvklm	0.110325	0.076819
qdlhd	0.027913	0.042127
lmmou	0.050246	-0.028527
ebatl	0.118832	0.098392
anqdd	-0.035095	0.064280
vclse	-0.017976	0.015978
kiymv	-0.045322	0.020184
bvrfx	0.031124	0.010263
aynql	0.020370	-0.018185
bubuf	-0.035925	-0.023593
eiycm	-0.023245	-0.032599
