
Name	VeloLon	VeloLat
ejegs	0.021574	-0.063863
vvixi	0.007921	-0.002736
endyr	0.004207	0.005155
ylner	-0.072016	-0.005028
snjoy	-0.045983	0.057098
jjiep	0.474260	-0.288626
tuecs	-0.050221	0.106805
wcbbl	-0.060554	0.186972
owqpm	0.164058	-0.255610
sfjig	-0.036506	0.013720
uvqlr	-0.031755	-0.026137
oitut	-0.214397	0.026884
qklyk	0.006758	-0.157634
vjebe	-0.042838	0.084952
ognvn	-0.045318	-0.111706
nvuxq	-0.435587	-0.147812
jynrg	0.004651	0.027503
eiikn	0.040414	-0.026499
bygmi	-0.178544	0.296942
gesbu	0.067006	0.006813
fofax	0.026007	0.076082
mujbs	-0.152349	-0.044547
lfbhj	0.162480	0.067419
kipqu	0.057598	-0.085766
bwsdp	-0.038739	0.041688
qvaqh	0.110933	0.050090
gwnlx	-0.018189	-0.097798
luxxb	-0.118389	-0.116603
quwnp	0.002725	-0.004983
eoykm	-0.159321	0.114916
otvfj	0.985469	-0.573894
uomyx	0.092889	0.042427
vmkcl	0.006731	-0.094803
arcma	-0.093455	0.100900
daruv	-0.033557	0.059971
epeho	-0.043110	0.005982
qbksb	0.001224	0.016820
hecvt	-0.020650	0.024055
xejgx	0.059021	0.019405
djgpx	-0.082317	-0.025680
nkjwd	-0.335578	0.522926
xkjyl	-0.105307	-0.067788
cqcsv	0.019232	0.005043
mcopa	0.414181	1.012340
ceuat	-0.036132	-0.046030
nucth	0.066830	-0.092061
qcbhm	0.091121	-0.232452
vqhob	-0.035965	0.034450
rmpik	0.136564	-0.040304
gkkrv	-0.290537	-0.171028
