Name	Lat	Lon
bgrmx	5.105962	6.222116
nbrcb	8.494750	5.902808
xayma	9.066141	1.255969
mvwxd	2.088859	4.636883
nfhpb	9.112609	7.455769
yalwv	4.306504	5.625888
evrpf	8.933177	9.418631
kbkxa	8.893040	9.897596
etvbm	8.865225	5.325690
wfsvn	9.550954	7.830044
yarvv	7.760717	2.877239
dglxq	1.100107	4.378003
epmut	3.421525	9.499817
dpmvj	8.791133	5.571416
qljud	2.871849	2.575883
uxhdx	3.164868	7.170415
nqagi	9.636302	1.939646
lpttt	0.800077	7.320807
eyjdg	6.689485	6.888004
jwmnb	7.552971	0.181326
bokpv	2.238796	2.782902
ixcav	4.795730	7.445397
eivfg	1.853148	1.839820
klysp	3.598951	5.857297
xfrdn	3.215203	7.561327
sxnte	6.432098	7.909587
lcgyj	0.108980	4.264896
gjvuo	9.987450	1.633842
paugl	9.033528	9.068783
bwlgh	9.766985	6.499659
ojjgk	4.333556	3.715972
pbmqf	9.413031	4.082788
memym	4.618985	4.812555
awtfs	7.560666	1.283844
rwcre	4.948936	2.119054
rboxl	4.694356	6.762343
yvlqd	3.489058	8.047450
wqnpj	1.461854	0.601027
nbakd	8.258723	9.382297
fxcje	0.377817	4.356541
fbauc	8.090203	9.975492
cvvnf	1.175447	2.041481
vxmcs	6.872415	5.733734
rgfxd	3.863123	4.685183
kedfa	7.278485	7.509209
brvwe	4.489590	9.499880
ukaof	6.249453	6.533364
dskmt	9.616739	4.559387
rciug	3.343643	8.530573
dtyig	3.216806	6.607557
