"","parameter","ess","esspersec","mean","HMDmin","HMDmax","time","nitetations","irep"
"state","state",2.50805292070193,0.44086006691893,5500,1000,9550,5.6890000000003,10000,1
"joint","joint",530.885688839838,93.3179273756037,-539.065960492546,-541.00721373109,-538.031752875178,5.6890000000003,10000,1
"prior","prior",597.074761436205,104.952498055225,-5.9722416456048,-6.30990310593533,-5.67913885699066,5.6890000000003,10000,1
"likelihood","likelihood",534.076213993858,93.8787509217488,-533.093718846941,-534.956155035738,-532.100034046385,5.6890000000003,10000,1
"location.traitLikelihood","location.traitLikelihood",534.076213993858,93.8787509217488,-533.093718846941,-534.956155035738,-532.100034046385,5.6890000000003,10000,1
"treeModel.rootHeight","treeModel.rootHeight",901,158.375812972394,12.242,12.242,12.242,5.6890000000003,10000,1
"age.root.","age.root.",901,158.375812972394,1995.388,1995.388,1995.388,5.6890000000003,10000,1
"treeLength","treeLength",901,158.375812972394,246.979719152781,246.979719152781,246.979719152781,5.6890000000003,10000,1
"location.variance.diagonal1","location.variance.diagonal1",617.527346753103,108.547608850953,2.27294112851343,1.63775861308586,2.89336755100056,5.6890000000003,10000,1
"location.variance.diagonal2","location.variance.diagonal2",582.120246338126,102.323826039391,11.3977734676537,8.60369497936377,14.8479032080419,5.6890000000003,10000,1
"location.variance.offDiagonal","location.variance.offDiagonal",NA,NA,0,0,0,5.6890000000003,10000,1
"location.sampling.variance.diagonal1","location.sampling.variance.diagonal1",901,158.375812972394,1e-04,1e-04,1e-04,5.6890000000003,10000,1
"location.sampling.variance.diagonal2","location.sampling.variance.diagonal2",901,158.375812972394,1e-04,1e-04,1e-04,5.6890000000003,10000,1
"location.DQ080061_Ccs_2004.1","location.DQ080061_Ccs_2004.1",901,158.375812972394,-2.09177991823422,-5.91974408561202,1.29996167407677,5.6890000000003,10000,1
"location.DQ080061_Ccs_2004.2","location.DQ080061_Ccs_2004.2",901,158.375812972394,0.0305170007267635,-7.16784908783726,8.96909553605888,5.6890000000003,10000,1
"location.DQ080061_Ccs_2004.3","location.DQ080061_Ccs_2004.3",901,158.375812972394,29.9403843970635,29.921123079509,29.959557167872,5.6890000000003,10000,1
"location.DQ080061_Ccs_2004.4","location.DQ080061_Ccs_2004.4",743.413538770972,130.675608854092,-91.8694139410974,-91.8894534120177,-91.8509636010313,5.6890000000003,10000,1
"location.DQ164203_Ph_2003.1","location.DQ164203_Ph_2003.1",901,158.375812972394,0.889822614530854,-2.06605994817994,3.68197636504534,5.6890000000003,10000,1
"location.DQ164203_Ph_2003.2","location.DQ164203_Ph_2003.2",805.177659252406,141.532371111331,-4.11163399614508,-10.0343453255684,2.33694450893353,5.6890000000003,10000,1
"location.DQ164203_Ph_2003.3","location.DQ164203_Ph_2003.3",843.350303832619,148.242275238631,38.9997356102791,38.9792646523517,39.0185467147921,5.6890000000003,10000,1
"location.DQ164203_Ph_2003.4","location.DQ164203_Ph_2003.4",832.535091460818,146.341200819261,-105.549414710319,-105.567636733246,-105.530201700468,5.6890000000003,10000,1
"location.DQ666448_Hs_2004.1","location.DQ666448_Hs_2004.1",901,158.375812972394,-0.20322909657059,-2.32489059092686,1.77527040303398,5.6890000000003,10000,1
"location.DQ666448_Hs_2004.2","location.DQ666448_Hs_2004.2",901,158.375812972394,-2.18590971301142,-6.7169509716208,2.22481756972738,5.6890000000003,10000,1
"location.DQ666448_Hs_2004.3","location.DQ666448_Hs_2004.3",807.546001632294,141.948673164396,34.1701512284774,34.1488817739399,34.1891697601057,5.6890000000003,10000,1
"location.DQ666448_Hs_2004.4","location.DQ666448_Hs_2004.4",901,158.375812972394,-111.929299691533,-111.951305727201,-111.911961834771,5.6890000000003,10000,1
"location.DQ666451_Hs_2005.1","location.DQ666451_Hs_2005.1",650.477596969808,114.339531898361,-0.0298141275631838,-2.49115792086793,2.48450911681847,5.6890000000003,10000,1
"location.DQ666451_Hs_2005.2","location.DQ666451_Hs_2005.2",901,158.375812972394,-0.836946770212742,-6.19983899933341,5.00683854687985,5.6890000000003,10000,1
"location.DQ666451_Hs_2005.3","location.DQ666451_Hs_2005.3",901,158.375812972394,34.1708091534071,34.1529028331934,34.1929676024758,5.6890000000003,10000,1
"location.DQ666451_Hs_2005.4","location.DQ666451_Hs_2005.4",740.207980218313,130.112142769955,-111.929765709304,-111.947457599588,-111.90781280807,5.6890000000003,10000,1
"location.DQ164201_Hs_2004.1","location.DQ164201_Hs_2004.1",689.839644541777,121.258506686894,-0.386482697893347,-2.34976361442149,1.59545625494761,5.6890000000003,10000,1
"location.DQ164201_Hs_2004.2","location.DQ164201_Hs_2004.2",766.512369475801,134.735870886933,-2.88506880520834,-7.380311908832,1.33182200339994,5.6890000000003,10000,1
"location.DQ164201_Hs_2004.3","location.DQ164201_Hs_2004.3",901,158.375812972394,34.1699093008526,34.1494920372439,34.1890665642097,5.6890000000003,10000,1
"location.DQ164201_Hs_2004.4","location.DQ164201_Hs_2004.4",901,158.375812972394,-111.929935562181,-111.949324054074,-111.910405558838,5.6890000000003,10000,1
"location.WG144_Hs_2006.67.1","location.WG144_Hs_2006.67.1",774.373186345378,136.117628114842,-0.828498518266839,-3.59559751828361,2.44719704192664,5.6890000000003,10000,1
"location.WG144_Hs_2006.67.2","location.WG144_Hs_2006.67.2",716.287547520393,125.907461332458,0.171361867054926,-6.25892866133447,6.72958388692237,5.6890000000003,10000,1
"location.WG144_Hs_2006.67.3","location.WG144_Hs_2006.67.3",852.398233987354,149.832700648147,32.2401033451709,32.2192451675237,32.2582956048971,5.6890000000003,10000,1
"location.WG144_Hs_2006.67.4","location.WG144_Hs_2006.67.4",835.651135642087,146.888932262619,-110.919869582376,-110.94116166396,-110.902004698276,5.6890000000003,10000,1
"location.WG149_Hs_2007.63.1","location.WG149_Hs_2007.63.1",901,158.375812972394,0.13649882063419,-3.05385419307406,3.40752843304631,5.6890000000003,10000,1
"location.WG149_Hs_2007.63.2","location.WG149_Hs_2007.63.2",784.669328163904,137.927461445573,-2.60113744723029,-9.50596493618273,4.20239439489716,5.6890000000003,10000,1
"location.WG149_Hs_2007.63.3","location.WG149_Hs_2007.63.3",679.497237321733,119.440540924889,34.2399524394824,34.2197717575905,34.2577153993773,5.6890000000003,10000,1
"location.WG149_Hs_2007.63.4","location.WG149_Hs_2007.63.4",886.52807003508,155.831968717707,-118.520213115483,-118.539360681026,-118.500196045044,5.6890000000003,10000,1
"location.WG009_Hs_2005.67.1","location.WG009_Hs_2005.67.1",894.655619647388,157.260611644813,-1.07183988812118,-3.7845149008417,1.54090559481848,5.6890000000003,10000,1
