"","parameter","ess","esspersec","mean","HMDmin","HMDmax","time","nitetations","irep"
"1","accSigsq",170.461641956439,4.85494377416925,0.233162506104329,0.1544556,0.306931,35.1558000000001,1e+07,3
"2","accVeloc",836.416261908493,23.7642329009202,0.513980710321865,0.4599032,0.5661832,35.1558000000001,1e+07,3
"3","AF196835_Pc_1999.71_VelocLat",559.698549238647,15.9593200025397,-0.216263043360577,-2.031134,1.671116,35.1558000000001,1e+07,3
"4","AF196835_Pc_1999.71_VelocLon",612.984084462712,17.4841453815828,-0.33206271658535,-4.369882,3.843726,35.1558000000001,1e+07,3
"5","AF202541_Hs_1999.66_VelocLat",647.886933527221,18.4718845970202,2.25719965147392,0.23806644,4.109038,35.1558000000001,1e+07,3
"6","AF202541_Hs_1999.66_VelocLon",633.823899864661,18.1458423287081,-2.07108946321798,-6.339346,2.284774,35.1558000000001,1e+07,3
"7","AF260967_Ec_1999_VelocLat",209.31313750273,5.99021177792922,0.564481043032186,-2.087992,3.151118,35.1558000000001,1e+07,3
"8","AF260967_Ec_1999_VelocLon",274.078919477608,7.79824678849856,-0.0356347785038846,-5.75988,5.88259,35.1558000000001,1e+07,3
"9","AF404753_Cb_2000_VelocLat",687.963208208563,19.6001217846741,-0.65101622267525,-2.80652,1.712354,35.1558000000001,1e+07,3
"10","AF404753_Cb_2000_VelocLon",654.286942174812,18.6061109223794,-1.68853416957381,-6.468844,3.497122,35.1558000000001,1e+07,3
"11","AF404754_Cp_2000_VelocLat",654.941255528221,18.771195199803,0.076083864861576,-1.538064,1.846662,35.1558000000001,1e+07,3
"12","AF404754_Cp_2000_VelocLon",773.467406426331,22.0306412083365,-0.328625580122087,-4.066454,3.724756,35.1558000000001,1e+07,3
"13","AF404755_Bu_2000_VelocLat",448.785867513634,12.8124424835245,2.36346483179578,-0.59084996,5.278498,35.1558000000001,1e+07,3
"14","AF404755_Bu_2000_VelocLon",550.773404151789,15.6633070575609,-0.659149613223086,-7.40498,5.674688,35.1558000000001,1e+07,3
"15","AF404756_Cb_2000_VelocLat",765.214184033654,21.7867173066735,0.449250127653585,-1.27687,2.1123,35.1558000000001,1e+07,3
"16","AF404756_Cb_2000_VelocLon",664.585935798146,18.9431058247737,-0.258101634079467,-4.235148,3.665992,35.1558000000001,1e+07,3
"17","AF533540_Hs_2001.71_VelocLat",884.453608974027,25.2057918355088,-0.0226385930386238,-2.973616,2.857598,35.1558000000001,1e+07,3
"18","AF533540_Hs_2001.71_VelocLon",848.384079706216,24.1581541388773,0.305144576544284,-5.884844,7.005512,35.1558000000001,1e+07,3
"19","anc_VelocLat",501.925113046102,14.3028250997652,-0.548995701291676,-2.263192,1.17948,35.1558000000001,1e+07,3
"20","anc_VelocLat.1",520.683875057041,14.8301187808095,-0.6247916923505,-2.3201,1.052834,35.1558000000001,1e+07,3
"21","anc_VelocLat.10",272.192758478038,7.7696191934756,-0.800858295158491,-1.970446,0.3776112,35.1558000000001,1e+07,3
"22","anc_VelocLat.100",431.648996980674,12.300544226299,-3.8793245236404,-5.402358,-2.27749,35.1558000000001,1e+07,3
"23","anc_VelocLat.101",610.055074295345,17.4716752648888,-2.31744020517891,-3.801408,-0.8180606,35.1558000000001,1e+07,3
"24","anc_VelocLat.102",627.941558696359,17.8072284501142,-0.157655557129856,-3.58996,3.184594,35.1558000000001,1e+07,3
"25","anc_VelocLat.11",264.183810162792,7.5813915768647,-0.570552226536071,-1.682482,0.590811,35.1558000000001,1e+07,3
"26","anc_VelocLat.12",331.568650897938,9.46186068156341,-0.540629863438135,-1.744948,0.6743458,35.1558000000001,1e+07,3
"27","anc_VelocLat.13",296.616309601417,8.47507028033033,-0.322537335829523,-1.453022,0.8008562,35.1558000000001,1e+07,3
"28","anc_VelocLat.14",350.007051468827,10.0092839807044,0.130169187639956,-0.9518176,1.353204,35.1558000000001,1e+07,3
"29","anc_VelocLat.15",446.779072429141,12.7597258871153,-0.232839504984684,-1.311156,0.8042868,35.1558000000001,1e+07,3
"30","anc_VelocLat.16",506.364961801571,14.4724899224024,-0.261679810903108,-1.400816,0.9256038,35.1558000000001,1e+07,3
"31","anc_VelocLat.17",774.480961363954,22.0748129564015,-0.314591373960044,-2.009114,1.283916,35.1558000000001,1e+07,3
"32","anc_VelocLat.18",448.62393107273,12.8499758266932,-0.247125990147214,-1.34394,0.7950476,35.1558000000001,1e+07,3
"33","anc_VelocLat.19",527.961214284955,15.0673755262922,-0.295281133131188,-1.476096,0.8202852,35.1558000000001,1e+07,3
"34","anc_VelocLat.2",207.666074462471,5.924601592479,-0.878217050471609,-2.336202,0.682304,35.1558000000001,1e+07,3
"35","anc_VelocLat.20",780.28529400663,22.3018701736217,-0.413902663966482,-1.906594,1.004044,35.1558000000001,1e+07,3
"36","anc_VelocLat.21",325.545774552937,9.30577668565236,1.13990795269767,-0.13830276,2.452232,35.1558000000001,1e+07,3
"37","anc_VelocLat.22",343.990491154329,9.83082563875289,1.14296312611898,-0.10415098,2.518922,35.1558000000001,1e+07,3
"38","anc_VelocLat.23",892.715990788883,25.4219246915727,2.2914127336293,1.312238,3.246936,35.1558000000001,1e+07,3
"39","anc_VelocLat.24",839.988352625298,23.9506309914902,-1.25795462038824,-2.722612,0.17616892,35.1558000000001,1e+07,3
"40","anc_VelocLat.25",473.24231901503,13.5043957674735,-0.581762035206659,-1.898316,0.7034636,35.1558000000001,1e+07,3
"41","anc_VelocLat.26",313.063169331858,8.9319418240583,-1.40074544747281,-2.828142,-0.03774038,35.1558000000001,1e+07,3
"42","anc_VelocLat.27",197.282602517152,5.63351744623148,-3.23868252475028,-4.76701,-1.74574,35.1558000000001,1e+07,3
"43","anc_VelocLat.28",246.5935427094,7.03242893379069,-2.602577072202,-4.184826,-0.9509052,35.1558000000001,1e+07,3
"44","anc_VelocLat.29",376.467906818348,10.7721555779853,-1.86627553878579,-4.353674,0.684912,35.1558000000001,1e+07,3
"45","anc_VelocLat.3",136.66075240352,3.92713535291266,-0.914265921623751,-2.32183,0.5337268,35.1558000000001,1e+07,3
"46","anc_VelocLat.30",377.469087441919,10.8013069917203,-1.86701448348613,-4.496626,0.5853664,35.1558000000001,1e+07,3
"47","anc_VelocLat.31",377.469087441919,10.8013069917203,-1.86701448348613,-4.496626,0.5853664,35.1558000000001,1e+07,3
"48","anc_VelocLat.32",377.469087441919,10.8013069917203,-1.86701448348613,-4.496626,0.5853664,35.1558000000001,1e+07,3
"49","anc_VelocLat.33",377.469087441919,10.8013069917203,-1.86701448348613,-4.496626,0.5853664,35.1558000000001,1e+07,3
