"","parameter","ess","esspersec","mean","HMDmin","HMDmax","time","nitetations","irep"
"1","age.root.",901,162.357982055034,1995.388,1995.388,1995.388,5.55580000000009,10000,3
"2","joint",482.74310898391,87.4261007423959,-539.283786089062,-541.321172662045,-538.279889992377,5.55580000000009,10000,3
"3","likelihood",490.411473863987,88.8204322422379,-533.313423541394,-535.252593425104,-532.348881113703,5.55580000000009,10000,3
"4","location.105.1",859.817136575232,155.016483808243,-0.626012461175761,-1.80044706164873,0.54142542875716,5.55580000000009,10000,3
"5","location.105.2",901,162.357982055034,-3.28653170916079,-5.84853596656126,-0.533778895894712,5.55580000000009,10000,3
"6","location.105.3",764.886031209749,138.286921796878,34.7589501058152,33.7750714725662,35.6907949505712,5.55580000000009,10000,3
"7","location.105.4",858.150062908916,154.434210272361,-107.505658576283,-109.630570620078,-105.2904712145,5.55580000000009,10000,3
"8","location.106.1",786.786884600472,142.062240870804,-0.353526024135787,-1.9066325785391,1.29401533338126,5.55580000000009,10000,3
"9","location.106.2",891.241269923574,160.491711242942,-1.60469942850251,-5.30928112443332,2.04962554858142,5.55580000000009,10000,3
"10","location.106.3",815.491219432444,147.214638504266,34.5037302438593,33.5622761021726,35.4077450750258,5.55580000000009,10000,3
"11","location.106.4",802.227235350334,144.175071843427,-109.381317915214,-111.618836710555,-107.395599822738,5.55580000000009,10000,3
"12","location.107.1",801.990873808116,144.894615477097,-0.306124437456209,-1.50400576022656,0.789123463394586,5.55580000000009,10000,3
"13","location.107.2",849.220974098258,153.061615805124,-1.96883038804041,-4.51230225001242,0.639318752644947,5.55580000000009,10000,3
"14","location.107.3",816.442411180467,147.431559786432,34.679656253117,33.9638149493232,35.4611095426669,5.55580000000009,10000,3
"15","location.107.4",824.349715111638,148.434324490891,-108.44492574496,-110.094385092429,-106.733180654779,5.55580000000009,10000,3
"16","location.108.1",883.673921880168,159.284892640378,-0.433509639395188,-1.87072772031327,0.980895421545706,5.55580000000009,10000,3
"17","location.108.2",846.322637848369,152.811306112969,-1.4010455812246,-4.69963803914989,1.5824241580068,5.55580000000009,10000,3
"18","location.108.3",863.690529874754,155.770246054388,34.498043952956,33.6423578942683,35.3768585788012,5.55580000000009,10000,3
"19","location.108.4",813.724597105661,146.407831986721,-109.151338494264,-111.11355065774,-107.174132920006,5.55580000000009,10000,3
