"","parameter","ess","esspersec","mean","HMDmin","HMDmax","time","nitetations","irep"
"rrSonRght","rrSonRght",NA,NA,1,1,1,33.709,10000000,1
"root_VelocLon","root_VelocLon",749.530385550013,22.23531951556,-3.83586881427303,-11.0928,4.13928,33.709,10000000,1
"root_VelocLat","root_VelocLat",356.055869159332,10.5626351763426,-0.154516640621532,-3.61778,2.95807,33.709,10000000,1
"DQ080061_Ccs_2004_VelocLon","DQ080061_Ccs_2004_VelocLon",835.578395840694,24.7879912142364,0.0571142872475029,-8.8238,9.14324,33.709,10000000,1
"DQ080061_Ccs_2004_VelocLat","DQ080061_Ccs_2004_VelocLat",695.054768852613,20.6192639607409,-1.93257465073252,-5.8112,1.47282,33.709,10000000,1
"DQ164203_Ph_2003_VelocLon","DQ164203_Ph_2003_VelocLon",424.606774014179,12.5962435555543,-4.23643757031077,-11.5558,1.86367,33.709,10000000,1
"DQ164203_Ph_2003_VelocLat","DQ164203_Ph_2003_VelocLat",391.016584455148,11.5997681466418,1.12499111927858,-1.73549,4.10495,33.709,10000000,1
"DQ666448_Hs_2004_VelocLon","DQ666448_Hs_2004_VelocLon",726.625863275862,21.5558415638512,-2.10866741031077,-6.71623,2.54866,33.709,10000000,1
"DQ666448_Hs_2004_VelocLat","DQ666448_Hs_2004_VelocLat",877.822565508287,26.0411927232575,-0.102414578028857,-2.08832,2.30795,33.709,10000000,1
"DQ666451_Hs_2005_VelocLon","DQ666451_Hs_2005_VelocLon",901,26.7287667981845,-0.696824429578246,-6.59342,5.33216,33.709,10000000,1
"DQ666451_Hs_2005_VelocLat","DQ666451_Hs_2005_VelocLat",901,26.7287667981845,9.3823913429511e-05,-2.58963,2.51123,33.709,10000000,1
"DQ164201_Hs_2004_VelocLon","DQ164201_Hs_2004_VelocLon",759.494199307242,22.5309027057238,-2.79941881504994,-7.20933,1.501,33.709,10000000,1
"DQ164201_Hs_2004_VelocLat","DQ164201_Hs_2004_VelocLat",800.083792707971,23.7350201046596,-0.41327383754828,-2.65876,1.45341,33.709,10000000,1
"WG144_Hs_2006.67_VelocLon","WG144_Hs_2006.67_VelocLon",821.580777874891,24.3727425279567,0.136083674390677,-6.52103,7.01534,33.709,10000000,1
"WG144_Hs_2006.67_VelocLat","WG144_Hs_2006.67_VelocLat",818.517220261797,24.2818600451451,-0.780512057992231,-4.04464,2.21582,33.709,10000000,1
"WG149_Hs_2007.63_VelocLon","WG149_Hs_2007.63_VelocLon",817.582986765007,24.2541453844673,-2.35040469835738,-10.1592,4.48934,33.709,10000000,1
"WG149_Hs_2007.63_VelocLat","WG149_Hs_2007.63_VelocLat",901,26.7287667981845,0.0455454042508324,-3.21295,3.17537,33.709,10000000,1
"WG009_Hs_2005.67_VelocLon","WG009_Hs_2005.67_VelocLon",901,26.7287667981845,2.04763700718091,-3.80957,7.72821,33.709,10000000,1
"WG009_Hs_2005.67_VelocLat","WG009_Hs_2005.67_VelocLat",901,26.7287667981845,-1.14505367252941,-3.78033,1.27583,33.709,10000000,1
"WG132_Hs_2005.76_VelocLon","WG132_Hs_2005.76_VelocLon",781.952264652496,23.1971362144382,-4.34416918701443,-9.75144,1.88932,33.709,10000000,1
"WG132_Hs_2005.76_VelocLat","WG132_Hs_2005.76_VelocLat",700.189488782057,20.7715888570429,-0.12064868690455,-2.77629,2.56842,33.709,10000000,1
"WG007_Hs_2005.59_VelocLon","WG007_Hs_2005.59_VelocLon",422.841127878593,12.5438644836273,1.8958048227747,-3.87788,7.75033,33.709,10000000,1
"WG007_Hs_2005.59_VelocLat","WG007_Hs_2005.59_VelocLat",774.495543848336,22.9759276112711,-1.27639381084107,-4.25377,1.07869,33.709,10000000,1
"DQ431712WG252_Hs_2004.57_VelocLon","DQ431712WG252_Hs_2004.57_VelocLon",901,26.7287667981845,-1.71843244194229,-6.2339,3.43358,33.709,10000000,1
"DQ431712WG252_Hs_2004.57_VelocLat","DQ431712WG252_Hs_2004.57_VelocLat",901,26.7287667981845,-0.798950044964484,-2.85479,1.33486,33.709,10000000,1
"DQ080053_Ct_2003_VelocLon","DQ080053_Ct_2003_VelocLon",299.29307150647,8.87872887081996,-2.78008775001443,-7.78861,1.87991,33.709,10000000,1
"DQ080053_Ct_2003_VelocLat","DQ080053_Ct_2003_VelocLat",224.845139185192,6.67018123305918,2.07531270788013,-0.243806,4.24467,33.709,10000000,1
"DQ431704WG219_Hs_2004.57_VelocLon","DQ431704WG219_Hs_2004.57_VelocLon",837.744042374444,24.8522365651442,0.604231507380688,-3.34508,5.36905,33.709,10000000,1
"DQ431704WG219_Hs_2004.57_VelocLat","DQ431704WG219_Hs_2004.57_VelocLat",901,26.7287667981845,2.49848399398446,0.506804,4.42219,33.709,10000000,1
"DQ431702WG216_Hs_2004.57_VelocLon","DQ431702WG216_Hs_2004.57_VelocLon",901,26.7287667981845,0.664700214395117,-4.1894,4.36271,33.709,10000000,1
"DQ431702WG216_Hs_2004.57_VelocLat","DQ431702WG216_Hs_2004.57_VelocLat",901,26.7287667981845,2.44778296526082,0.678346,4.25142,33.709,10000000,1
"WG011_Hs_2006.66_VelocLon","WG011_Hs_2006.66_VelocLon",901,26.7287667981845,1.8943399992475,-4.5644,8.38133,33.709,10000000,1
"WG011_Hs_2006.66_VelocLat","WG011_Hs_2006.66_VelocLat",829.737673990507,24.614722299401,-1.89462874530522,-4.99225,0.871816,33.709,10000000,1
"WG013_Hs_2007.48_VelocLon","WG013_Hs_2007.48_VelocLon",901,26.7287667981845,1.09686077341842,-4.99828,6.52899,33.709,10000000,1
"WG013_Hs_2007.48_VelocLat","WG013_Hs_2007.48_VelocLat",901,26.7287667981845,-1.00333203833174,-3.76612,1.79651,33.709,10000000,1
"DQ666449_Hs_2005_VelocLon","DQ666449_Hs_2005_VelocLon",901,26.7287667981845,5.58910235826859,0.314602,11.0887,33.709,10000000,1
"DQ666449_Hs_2005_VelocLat","DQ666449_Hs_2005_VelocLat",901,26.7287667981845,-1.72666537147614,-4.23416,0.791483,33.709,10000000,1
"DQ431711WG251_Hs_2004_VelocLon","DQ431711WG251_Hs_2004_VelocLon",896.402927695225,26.5923915777752,-2.71757748235294,-6.83292,1.97748,33.709,10000000,1
"DQ431711WG251_Hs_2004_VelocLat","DQ431711WG251_Hs_2004_VelocLat",805.756142408891,23.9032941472275,-0.857095720302997,-2.67967,1.36302,33.709,10000000,1
"WG124_Hs_2005.69_VelocLon","WG124_Hs_2005.69_VelocLon",670.328294462115,19.8857365825778,1.6743477227525,-5.37471,7.82039,33.709,10000000,1
"WG124_Hs_2005.69_VelocLat","WG124_Hs_2005.69_VelocLat",857.9363957058,25.4512562136462,-0.257995700016648,-3.03506,2.41408,33.709,10000000,1
"DQ080052_Ct_2003_VelocLon","DQ080052_Ct_2003_VelocLon",456.731954806766,13.5492585008978,-7.54202184461709,-11.8889,-2.85718,33.709,10000000,1
"DQ080052_Ct_2003_VelocLat","DQ080052_Ct_2003_VelocLat",267.28089502355,7.92906627380077,-1.87386678755827,-4.04197,0.167502,33.709,10000000,1
"DQ080051_Ct_2003_VelocLon","DQ080051_Ct_2003_VelocLon",519.746515912815,15.4186275449528,-2.67535751918979,-7.28835,1.80164,33.709,10000000,1
"DQ080051_Ct_2003_VelocLat","DQ080051_Ct_2003_VelocLat",275.887804608985,8.18439599540139,-3.67569857047725,-5.81101,-1.58656,33.709,10000000,1
"DQ080063_Cl_2003_VelocLon","DQ080063_Cl_2003_VelocLon",281.745545184547,8.35816978209222,-11.0422746392897,-16.6551,-5.51906,33.709,10000000,1
"DQ080063_Cl_2003_VelocLat","DQ080063_Cl_2003_VelocLat",286.005962211093,8.48455789881318,-1.87050101325194,-4.56594,0.629685,33.709,10000000,1
"DQ080064_Fa_2003_VelocLon","DQ080064_Fa_2003_VelocLon",283.905488941191,8.42224595630813,-11.029114872364,-16.4347,-5.44883,33.709,10000000,1
"DQ080064_Fa_2003_VelocLat","DQ080064_Fa_2003_VelocLat",288.507592016475,8.55877041788469,-1.87128282771365,-4.51512,0.696344,33.709,10000000,1
"DQ080068_Ah_2003_VelocLon","DQ080068_Ah_2003_VelocLon",283.905488941191,8.42224595630813,-11.029114872364,-16.4347,-5.44883,33.709,10000000,1
"DQ080068_Ah_2003_VelocLat","DQ080068_Ah_2003_VelocLat",288.507592016475,8.55877041788469,-1.87128282771365,-4.51512,0.696344,33.709,10000000,1
"DQ080065_Qq_2003_VelocLon","DQ080065_Qq_2003_VelocLon",283.905488941191,8.42224595630813,-11.029114872364,-16.4347,-5.44883,33.709,10000000,1
"DQ080065_Qq_2003_VelocLat","DQ080065_Qq_2003_VelocLat",288.507592016475,8.55877041788469,-1.87128282771365,-4.51512,0.696344,33.709,10000000,1
"DQ080066_Px_2003_VelocLon","DQ080066_Px_2003_VelocLon",283.905488941191,8.42224595630813,-11.029114872364,-16.4347,-5.44883,33.709,10000000,1
"DQ080066_Px_2003_VelocLat","DQ080066_Px_2003_VelocLat",288.507592016475,8.55877041788469,-1.87128282771365,-4.51512,0.696344,33.709,10000000,1
"DQ080067_Bvs_2003_VelocLon","DQ080067_Bvs_2003_VelocLon",283.905488941191,8.42224595630813,-11.029114872364,-16.4347,-5.44883,33.709,10000000,1
"DQ080067_Bvs_2003_VelocLat","DQ080067_Bvs_2003_VelocLat",288.507592016475,8.55877041788469,-1.87128282771365,-4.51512,0.696344,33.709,10000000,1
"DQ080070_Qq_2003_VelocLon","DQ080070_Qq_2003_VelocLon",346.52161023532,10.2797950172156,-5.06144886348502,-9.64345,0.548015,33.709,10000000,1
"DQ080070_Qq_2003_VelocLat","DQ080070_Qq_2003_VelocLat",228.235795495794,6.77076731720887,-3.6672109700333,-6.31337,-1.56407,33.709,10000000,1
"DQ080069_Ec_2003_VelocLon","DQ080069_Ec_2003_VelocLon",235.809056310747,6.99543315763585,2.30413235839068,-2.98196,7.56593,33.709,10000000,1
"DQ080069_Ec_2003_VelocLat","DQ080069_Ec_2003_VelocLat",188.962264640973,5.60569179272518,-6.25621215316315,-8.78997,-3.69552,33.709,10000000,1
"DQ431707WG237_Hs_2004.58_VelocLon","DQ431707WG237_Hs_2004.58_VelocLon",389.326867240174,11.5496415568594,-1.49410514485017,-8.61135,5.01082,33.709,10000000,1
"DQ431707WG237_Hs_2004.58_VelocLat","DQ431707WG237_Hs_2004.58_VelocLat",384.995790779918,11.4211572808424,-0.199971311476138,-3.25529,2.44362,33.709,10000000,1
"DQ431706WG236_Hs_2004.57_VelocLon","DQ431706WG236_Hs_2004.57_VelocLon",392.575965886304,11.646028238343,-1.61421172592675,-9.58152,5.38508,33.709,10000000,1
"DQ431706WG236_Hs_2004.57_VelocLat","DQ431706WG236_Hs_2004.57_VelocLat",389.19430132816,11.5457089005358,-0.201676044883463,-3.39957,2.72373,33.709,10000000,1
"DQ666452_Hs_2005_VelocLon","DQ666452_Hs_2005_VelocLon",712.07240566062,21.1241035231131,0.329727998890122,-7.5997,7.91754,33.709,10000000,1
"DQ666452_Hs_2005_VelocLat","DQ666452_Hs_2005_VelocLat",819.993920172472,24.3256673343164,2.42084685583796,-0.890726,5.50502,33.709,10000000,1
"DQ431699WG124_Hs_2003.73_VelocLon","DQ431699WG124_Hs_2003.73_VelocLon",838.731539886292,24.8815313384049,2.54041425751387,-4.54045,8.81971,33.709,10000000,1
"DQ431699WG124_Hs_2003.73_VelocLat","DQ431699WG124_Hs_2003.73_VelocLat",655.855490059052,19.456391173249,-2.97379441922642,-6.03088,-0.201414,33.709,10000000,1
"AY712948_Cq_2003_VelocLon","AY712948_Cq_2003_VelocLon",678.485985090956,20.1277399237876,-4.56268304028857,-9.64018,1.68744,33.709,10000000,1
"AY712948_Cq_2003_VelocLat","AY712948_Cq_2003_VelocLat",770.671253913385,22.8624774960214,-2.90956131120977,-5.49567,-0.390012,33.709,10000000,1
"DQ164197_Hs_2002_VelocLon","DQ164197_Hs_2002_VelocLon",160.252261974428,4.75399038756499,5.48641119778024,-1.0265,11.6808,33.709,10000000,1
"DQ164197_Hs_2002_VelocLat","DQ164197_Hs_2002_VelocLat",142.932167949136,4.24017822982396,-2.65461875871254,-5.49754,0.139067,33.709,10000000,1
"DQ164196_Hs_2002_VelocLon","DQ164196_Hs_2002_VelocLon",160.252261974428,4.75399038756499,5.48641119778024,-1.0265,11.6808,33.709,10000000,1
"DQ164196_Hs_2002_VelocLat","DQ164196_Hs_2002_VelocLat",142.932167949136,4.24017822982396,-2.65461875871254,-5.49754,0.139067,33.709,10000000,1
"DQ431695WG082_Hs_2003_VelocLon","DQ431695WG082_Hs_2003_VelocLon",467.435710053007,13.8667925495567,-1.21646224916759,-7.72014,4.79939,33.709,10000000,1
"DQ431695WG082_Hs_2003_VelocLat","DQ431695WG082_Hs_2003_VelocLat",605.981514833093,17.9768463862201,1.19928014173696,-1.39042,3.80323,33.709,10000000,1
"DQ164191_Cb_2003_VelocLon","DQ164191_Cb_2003_VelocLon",761.402391671363,22.58751050673,2.55597728646615,-3.55185,7.69624,33.709,10000000,1
"DQ164191_Cb_2003_VelocLat","DQ164191_Cb_2003_VelocLat",472.23980674528,14.0093092866973,0.879038779067703,-1.73911,3.51852,33.709,10000000,1
"DQ164193_Cb_2002_VelocLon","DQ164193_Cb_2002_VelocLon",151.711214681677,4.50061451486774,12.4276489345172,6.19586,17.9686,33.709,10000000,1
"DQ164193_Cb_2002_VelocLat","DQ164193_Cb_2002_VelocLat",95.4879003567792,2.83271234260225,5.23273111653718,2.5552,7.95952,33.709,10000000,1
"DQ431696WG104_Hs_2003.70_VelocLon","DQ431696WG104_Hs_2003.70_VelocLon",818.530855829214,24.28226455336,-0.28425199845727,-8.18074,6.22886,33.709,10000000,1
"DQ431696WG104_Hs_2003.70_VelocLat","DQ431696WG104_Hs_2003.70_VelocLat",620.211065751277,18.3989755184454,1.61385071687014,-1.43562,4.57318,33.709,10000000,1
"DQ431693WG020_Hs_2003.60_VelocLon","DQ431693WG020_Hs_2003.60_VelocLon",747.677198254484,22.1803434766527,-4.55921742741398,-11.3731,2.16258,33.709,10000000,1
"DQ431693WG020_Hs_2003.60_VelocLat","DQ431693WG020_Hs_2003.60_VelocLat",607.986936359625,18.0363385552709,-1.05963607957825,-4.09114,2.22956,33.709,10000000,1
"DQ164198_Hs_2002_VelocLon","DQ164198_Hs_2002_VelocLon",580.931157883739,17.2337108156201,-4.17283152852386,-12.077,3.77079,33.709,10000000,1
"DQ164198_Hs_2002_VelocLat","DQ164198_Hs_2002_VelocLat",320.095676071673,9.49585202977464,-2.88979205760266,-6.09538,0.471569,33.709,10000000,1
"DQ164205_Hs_2002_VelocLon","DQ164205_Hs_2002_VelocLon",579.312837374387,17.1857022567975,-4.17970681142064,-12.2182,3.73072,33.709,10000000,1
"DQ164205_Hs_2002_VelocLat","DQ164205_Hs_2002_VelocLat",311.318898973761,9.23548307495804,-2.89095616492786,-6.06121,0.529391,33.709,10000000,1
"DQ164199_Hs_2003_VelocLon","DQ164199_Hs_2003_VelocLon",501.543576100017,14.8786251772529,-2.87105160641176,-10.1625,3.96302,33.709,10000000,1
"DQ164199_Hs_2003_VelocLat","DQ164199_Hs_2003_VelocLat",407.771692778124,12.0968196261569,-2.1799604018424,-5.21304,1.29258,33.709,10000000,1
"DQ666450_Hs_2005_VelocLon","DQ666450_Hs_2005_VelocLon",751.500975127559,22.2937783715791,-1.11644636028857,-9.78105,5.69828,33.709,10000000,1
"DQ666450_Hs_2005_VelocLat","DQ666450_Hs_2005_VelocLat",901,26.7287667981845,-0.98102633108768,-4.15935,2.70863,33.709,10000000,1
"DQ176637_Qq_2002_VelocLon","DQ176637_Qq_2002_VelocLon",240.065526269605,7.12170418195748,-1.62829091376249,-8.07608,4.06806,33.709,10000000,1
"DQ176637_Qq_2002_VelocLat","DQ176637_Qq_2002_VelocLat",123.874203668591,3.67481099019821,-1.3643978391232,-3.83465,1.2104,33.709,10000000,1
"DQ080059_Pn_2003_VelocLon","DQ080059_Pn_2003_VelocLon",651.810689178904,19.3363994535259,-10.9800296892342,-16.4847,-6.29123,33.709,10000000,1
"DQ080059_Pn_2003_VelocLat","DQ080059_Pn_2003_VelocLat",320.786453923347,9.51634441613061,2.61802392488346,0.314097,5.04704,33.709,10000000,1
"DQ080058_Cb_2003_VelocLon","DQ080058_Cb_2003_VelocLon",315.329374190075,9.3544565009367,-8.86431261931188,-13.2481,-4.85473,33.709,10000000,1
"DQ080058_Cb_2003_VelocLat","DQ080058_Cb_2003_VelocLat",270.257597341177,8.01737213625966,-0.66800123264151,-2.43704,1.14583,33.709,10000000,1
"DQ080057_Cb_2003_VelocLon","DQ080057_Cb_2003_VelocLon",312.675930319517,9.2757403162217,-8.84734488346282,-12.6744,-4.84632,33.709,10000000,1
"DQ080057_Cb_2003_VelocLat","DQ080057_Cb_2003_VelocLat",255.893333494273,7.59124665502606,-0.647108720955605,-2.32198,1.16091,33.709,10000000,1
"WG116_Hs_2005.65_VelocLon","WG116_Hs_2005.65_VelocLon",901,26.7287667981845,-0.240642778890122,-2.78685,2.64672,33.709,10000000,1
"WG116_Hs_2005.65_VelocLat","WG116_Hs_2005.65_VelocLat",901,26.7287667981845,-0.280709716610433,-1.63433,0.858741,33.709,10000000,1
"WG103_Hs_2005.58_VelocLon","WG103_Hs_2005.58_VelocLon",874.412933531962,25.9400437133099,-1.15887843930522,-4.83152,2.48486,33.709,10000000,1
"WG103_Hs_2005.58_VelocLat","WG103_Hs_2005.58_VelocLat",901,26.7287667981845,-0.388321869922309,-2.04568,1.31895,33.709,10000000,1
"WG101_Hs_2005.57_VelocLon","WG101_Hs_2005.57_VelocLon",861.942584160901,25.5701024699902,0.299316516803552,-3.33033,4.02973,33.709,10000000,1
"WG101_Hs_2005.57_VelocLat","WG101_Hs_2005.57_VelocLat",854.786317955471,25.3578070531749,-0.0321056512097669,-1.60833,1.75739,33.709,10000000,1
"WG148_Hs_2007.59_VelocLon","WG148_Hs_2007.59_VelocLon",795.336532063351,23.5941894468347,0.102278088468369,-4.70876,5.88182,33.709,10000000,1
"WG148_Hs_2007.59_VelocLat","WG148_Hs_2007.59_VelocLat",901,26.7287667981845,0.185268276403996,-2.14623,2.60244,33.709,10000000,1
"WG091_Hs_2004.66_VelocLon","WG091_Hs_2004.66_VelocLon",901,26.7287667981845,1.04884763622087,-2.65384,4.62554,33.709,10000000,1
"WG091_Hs_2004.66_VelocLat","WG091_Hs_2004.66_VelocLat",901,26.7287667981845,-0.0920437711397336,-1.71905,1.56253,33.709,10000000,1
"DQ431710WG244_Hs_2004.58_VelocLon","DQ431710WG244_Hs_2004.58_VelocLon",671.226165754355,19.9123725341706,-0.530804255405105,-3.80927,3.39845,33.709,10000000,1
"DQ431710WG244_Hs_2004.58_VelocLat","DQ431710WG244_Hs_2004.58_VelocLat",901,26.7287667981845,-0.541003753962264,-2.25599,0.888006,33.709,10000000,1
"DQ431709WG240_Hs_2004.54_VelocLon","DQ431709WG240_Hs_2004.54_VelocLon",901,26.7287667981845,0.0864333648723642,-3.7039,3.81961,33.709,10000000,1
"DQ431709WG240_Hs_2004.54_VelocLat","DQ431709WG240_Hs_2004.54_VelocLat",846.273879705097,25.1052798868283,-0.254252693951165,-1.69478,1.69637,33.709,10000000,1
"WG080_Hs_2004.56_VelocLon","WG080_Hs_2004.56_VelocLon",796.22972884394,23.6206867259171,-0.989911121032186,-5.23575,3.01619,33.709,10000000,1
"WG080_Hs_2004.56_VelocLat","WG080_Hs_2004.56_VelocLat",763.240955055924,22.6420527175509,-0.0766156286348502,-1.72232,1.94756,33.709,10000000,1
"WG099_Hs_2004.49_VelocLon","WG099_Hs_2004.49_VelocLon",803.582172065416,23.8388018649446,0.933940877713652,-3.12735,6.19087,33.709,10000000,1
"WG099_Hs_2004.49_VelocLat","WG099_Hs_2004.49_VelocLat",901,26.7287667981845,-0.281032546570477,-2.29194,1.65203,33.709,10000000,1
"DQ080054_Cq_2003_VelocLon","DQ080054_Cq_2003_VelocLon",531.921550867438,15.7798080888617,-9.7456292563818,-13.639,-5.32993,33.709,10000000,1
"DQ080054_Cq_2003_VelocLat","DQ080054_Cq_2003_VelocLat",297.410916940074,8.82289349847441,0.0354323444028857,-1.65646,2.0964,33.709,10000000,1
"DQ080060_Cc_2004_VelocLon","DQ080060_Cc_2004_VelocLon",621.876677232959,18.4483869955489,0.327959777846837,-4.14462,4.99446,33.709,10000000,1
"DQ080060_Cc_2004_VelocLat","DQ080060_Cc_2004_VelocLat",619.830442184333,18.387684066105,-2.95323121531632,-4.81681,-0.740263,33.709,10000000,1
"DQ080055_Ct_2003_VelocLon","DQ080055_Ct_2003_VelocLon",562.211961561815,16.6783933537576,-4.59135367569367,-9.05657,-0.666626,33.709,10000000,1
"DQ080055_Ct_2003_VelocLat","DQ080055_Ct_2003_VelocLat",359.653166693423,10.6693514104074,-2.16159385138735,-4.10791,-0.155877,33.709,10000000,1
"DQ431700WG213_Hs_2004_VelocLon","DQ431700WG213_Hs_2004_VelocLon",240.259015471289,7.12744416836125,-7.87669901220866,-12.8122,-3.93983,33.709,10000000,1
"DQ431700WG213_Hs_2004_VelocLat","DQ431700WG213_Hs_2004_VelocLat",212.850929641261,6.3143649957359,4.40362630410655,2.63153,6.0382,33.709,10000000,1
"DQ431708WG238_Hs_2004.54_VelocLon","DQ431708WG238_Hs_2004.54_VelocLon",825.275839380497,24.4823589955352,-0.5511738509101,-5.0114,4.19685,33.709,10000000,1
"DQ431708WG238_Hs_2004.54_VelocLat","DQ431708WG238_Hs_2004.54_VelocLat",757.069796835557,22.4589811870882,-1.10714418566038,-3.31359,1.13511,33.709,10000000,1
"DQ080056_Ct_2003_VelocLon","DQ080056_Ct_2003_VelocLon",502.478974414895,14.9063743930373,-4.67700952097669,-9.1292,-0.558965,33.709,10000000,1
"DQ080056_Ct_2003_VelocLat","DQ080056_Ct_2003_VelocLat",144.166879873946,4.27680678376533,-2.65977814428413,-4.63647,-0.753322,33.709,10000000,1
"DQ164204_Bj_2003_VelocLon","DQ164204_Bj_2003_VelocLon",551.124156475516,16.3494662100779,-3.13910917408435,-8.89127,2.40551,33.709,10000000,1
"DQ164204_Bj_2003_VelocLat","DQ164204_Bj_2003_VelocLat",229.789742883515,6.81686620438207,1.73745729504994,-1.07398,4.38351,33.709,10000000,1
"AY712946_Cc_2003_VelocLon","AY712946_Cc_2003_VelocLon",589.01999817282,17.4736716655143,1.18083926775805,-5.52133,6.94078,33.709,10000000,1
"AY712946_Cc_2003_VelocLat","AY712946_Cc_2003_VelocLat",623.448162913038,18.4950061678791,-2.84254463718091,-5.50695,-0.338205,33.709,10000000,1
"AY712945_Zm_2003_VelocLon","AY712945_Zm_2003_VelocLon",589.01999817282,17.4736716655143,1.18083926775805,-5.52133,6.94078,33.709,10000000,1
"AY712945_Zm_2003_VelocLat","AY712945_Zm_2003_VelocLat",623.448162913038,18.4950061678791,-2.84254463718091,-5.50695,-0.338205,33.709,10000000,1
"AY712947_Cc_2003_VelocLon","AY712947_Cc_2003_VelocLon",770.200345443053,22.8485076817186,-0.750888902752498,-8.0192,6.54908,33.709,10000000,1
"AY712947_Cc_2003_VelocLat","AY712947_Cc_2003_VelocLat",525.204207453966,15.5805336098361,-2.60799035554384,-5.92086,0.534403,33.709,10000000,1
"DQ431705WG233_Hs_2004.52_VelocLon","DQ431705WG233_Hs_2004.52_VelocLon",722.232271529019,21.4255027301023,1.3150116109545,-4.95624,7.97908,33.709,10000000,1
"DQ431705WG233_Hs_2004.52_VelocLat","DQ431705WG233_Hs_2004.52_VelocLat",735.528280016791,21.8199377025955,2.97397957081021,0.286996,5.65956,33.709,10000000,1
"DQ431694WG022_Hs_2003.62_VelocLon","DQ431694WG022_Hs_2003.62_VelocLon",244.396768192854,7.25019336654466,4.04685299852386,-2.1604,8.77925,33.709,10000000,1
